accounting_office_cvr,accounting_office_name,declarations,audits,reviews,extended_reviews,assistance,other_types,class_b,class_b_assistance,class_b_extended_reviews,class_b_audits,class_b_reviews,class_other,addressable_annual_reports,auditors_with_mne,source_names
13976295,Revisionscentret Haderslev,22,2,0,4,16,0,22,16,4,2,0,0,20,3,Revisionscentret Haderslev
17937987,Revisionsfirmaet Benny Jensen,21,1,0,4,14,2,19,14,4,1,0,0,18,1,Revisionsfirmaet Benny Jensen
35050175,Lyngen Revision statsautoriseret revisionsanpartsselskab,21,1,0,1,19,0,21,19,1,1,0,0,20,1,Lyngen Revision statsautoriseret revisionsanpartsselskab
35865136,EMV,21,0,0,0,21,0,21,21,0,0,0,0,21,1,EMV
21598402,Pryds,21,1,0,0,20,0,21,20,0,1,0,0,20,1,Pryds
32688179,Revisorfirmaet Skov Jeppesen,21,0,0,7,14,0,21,14,7,0,0,0,21,1,Revisorfirmaet Skov Jeppesen
36762454,Hedelund revision & rådgivning,21,0,0,0,21,0,21,21,0,0,0,0,21,2,Hedelund revision & rådgivning
12741766,Oxenvads Regnskabsservice ApS,20,0,0,0,20,0,20,20,0,0,0,0,20,1,Oxenvads Regnskabsservice ApS
14165088,Regnskabsfirmaet Martin Engbjerg ApS,20,0,0,0,20,0,20,20,0,0,0,0,20,1,Regnskabsfirmaet Martin Engbjerg ApS
20592699,Registreret Revisor Per Skaarup Rasmussen,20,0,0,0,20,0,20,20,0,0,0,0,20,1,Registreret Revisor Per Skaarup Rasmussen
36871644,RevisionsHuset Viborg v/Leif Aasten,20,0,0,0,20,0,20,20,0,0,0,0,20,1,RevisionsHuset Viborg v/Leif Aasten
12246099,MA Revision v/Morten Andersen,20,0,0,0,20,0,20,20,0,0,0,0,20,1,MA Revision v/Morten Andersen
16579106,Bjarne Engbjerg-Pedersen,20,0,0,0,20,0,20,20,0,0,0,0,20,1,Bjarne Engbjerg-Pedersen
31115086,CR Revison,20,0,0,0,20,0,20,20,0,0,0,0,20,1,CR Revison
41982470,Revisor Fritzbøger,19,0,0,0,19,0,19,19,0,0,0,0,19,1,Revisor Fritzbøger
70697319,Statsaut. Rev. P.B. Matthiesen,19,13,0,6,0,0,19,0,6,13,0,0,6,1,Statsaut. Rev. P.B. Matthiesen
68216214,OBK Revision,19,0,0,0,19,0,19,19,0,0,0,0,19,1,OBK Revision
19617203,I.H. Revision v/ Hanne Henningsen,19,0,0,0,19,0,19,19,0,0,0,0,19,1,I.H. Revision v/ Hanne Henningsen
33219229,Dansk Revision Tønder,19,0,0,1,18,0,19,18,1,0,0,0,19,2,Dansk Revision Tønder
17366270,JE Regnskabsservice,19,0,0,0,19,0,19,19,0,0,0,0,19,1,JE Regnskabsservice
25518942,Nordland Revision-Nordland,19,0,0,0,19,0,19,19,0,0,0,0,19,1,Nordland Revision-Nordland
31888425,Vilstad Revision og Regnskabsservice,18,0,0,0,18,0,18,18,0,0,0,0,18,1,Vilstad Revision og Regnskabsservice
15202580,Revisionsfirmaet Bayer,18,0,0,1,16,1,17,16,1,0,0,0,17,1,Revisionsfirmaet Bayer
10261279,Reg. Rev. Mogens Møller Nielsen,18,0,0,3,15,0,18,15,3,0,0,0,18,1,Reg. Rev. Mogens Møller Nielsen
45756173,"Larsen, Statsautoriseret Revisionsanpartsselskab",18,1,0,9,8,0,18,8,9,1,0,0,17,1,"Larsen, Statsautoriseret Revisionsanpartsselskab"
36717785,Kvist & Jensen,18,9,0,2,7,0,18,7,2,9,0,0,9,6,Kvist & Jensen
12848544,Revisionshuset,18,0,0,3,15,0,18,15,3,0,0,0,18,1,Revisionshuset
13364796,Revisionsfirmaet Gert Ovesen,18,0,1,0,17,0,18,17,0,0,1,0,17,1,Revisionsfirmaet Gert Ovesen
20716142,Møller & Co.,18,0,0,0,18,0,18,18,0,0,0,0,18,1,Møller & Co.
25072596,COMPTA,18,0,0,0,18,0,18,18,0,0,0,0,18,1,COMPTA
30835654,Møller & Madsen,17,0,0,0,17,0,17,17,0,0,0,0,17,3,Møller & Madsen
81127115,Revisionsfirmaet Poul Rexen Thomsen,17,7,0,1,9,0,17,9,1,7,0,0,10,1,Revisionsfirmaet Poul Rexen Thomsen
16563579,Wyrwik,17,0,0,0,17,0,17,17,0,0,0,0,17,1,Wyrwik
57652551,Revisionsfirmaet Bent Jørgensen,17,0,0,0,17,0,17,17,0,0,0,0,17,1,Revisionsfirmaet Bent Jørgensen
36279079,Talsnedkeren,17,0,0,8,9,0,17,9,8,0,0,0,17,1,Talsnedkeren
72461312,Torben Jakobsen,17,0,0,0,17,0,17,17,0,0,0,0,17,1,Torben Jakobsen
27106595,Valsgård Revision,17,0,0,0,17,0,17,17,0,0,0,0,17,1,Valsgård Revision
18079739,BMM Consult,17,0,0,0,17,0,17,17,0,0,0,0,17,1,BMM Consult
94431468,Dansk Center Revision,16,0,0,1,15,0,16,15,1,0,0,0,16,1,Dansk Center Revision
31140986,VERAX,16,0,0,0,16,0,16,16,0,0,0,0,16,1,VERAX
43576577,Vendia Revision og Regnskab,16,0,0,0,16,0,16,16,0,0,0,0,16,1,Vendia Revision og Regnskab
32428932,Excell Revision,16,0,0,0,16,0,16,16,0,0,0,0,16,1,Excell Revision
19720705,RevisorGården,16,0,0,0,16,0,16,16,0,0,0,0,16,3,RevisorGården
26297974,Revisor Inge Linkamp ApS,16,0,0,0,16,0,16,16,0,0,0,0,16,1,Revisor Inge Linkamp  ApS
47808650,Revisionsfirmaet Michael Fræmohs,16,0,0,0,16,0,16,16,0,0,0,0,16,1,Revisionsfirmaet Michael Fræmohs
12354746,HKP Revision,16,2,0,0,14,0,16,14,0,2,0,0,14,1,HKP Revision
15275677,Revisionsfirmaet Else Høy,15,0,0,0,15,0,15,15,0,0,0,0,15,1,Revisionsfirmaet Else Høy
46110099,Counted ApS,15,0,0,7,8,0,15,8,7,0,0,0,15,1,Counted ApS
41832096,Revisionsfirmaet Søren Kahr,15,0,0,0,15,0,15,15,0,0,0,0,15,1,Revisionsfirmaet Søren Kahr
12911580,Karin Juel Registreret Revisionsvirksomhed,14,0,0,0,14,0,14,14,0,0,0,0,14,1,Karin Juel Registreret Revisionsvirksomhed
38347799,Andersen Revision & Rådgivning,14,0,0,0,14,0,14,14,0,0,0,0,14,1,Andersen Revision & Rådgivning
32147437,Revisionsfirmaet Kenneth Birkelund,14,0,0,0,14,0,14,14,0,0,0,0,14,1,Revisionsfirmaet Kenneth Birkelund
26399610,Revisionsfirmaet Obsen & Nielsen,14,2,0,1,11,0,14,11,1,2,0,0,12,2,Revisionsfirmaet Obsen & Nielsen
29509026,B.F. Rådgivning Herning,14,0,0,0,14,0,14,14,0,0,0,0,14,1,B.F. Rådgivning Herning
14149341,Køge Nord Revision,13,0,0,0,13,0,13,13,0,0,0,0,13,1,Køge Nord Revision
14310533,"Broernes Revision, Reg Revisorer",13,3,0,10,0,0,13,0,10,3,0,0,10,2,"Broernes Revision, Reg Revisorer"
26344735,JST Revision,13,0,0,0,13,0,13,13,0,0,0,0,13,1,JST Revision
18897385,Registreret Revisor Mette Storgaard Høffner,13,0,0,0,13,0,13,13,0,0,0,0,13,1,Registreret Revisor Mette Storgaard Høffner
13850232,Delta Administration,13,0,0,0,13,0,13,13,0,0,0,0,13,1,Delta Administration
21304476,Talkymisten v/Reg. revisor Susanne Nielsen,13,0,0,0,13,0,13,13,0,0,0,0,13,1,Talkymisten v/Reg. revisor Susanne Nielsen
14662138,Registreret Revisor Mads Bødker,13,0,0,0,13,0,13,13,0,0,0,0,13,1,Registreret Revisor Mads Bødker
38518046,Statsaut. Revisor G. Holm-Nielsen,12,1,0,11,0,0,12,0,11,1,0,0,11,1,Statsaut. Revisor G. Holm-Nielsen
10510945,Uniconsult,12,0,0,0,12,0,12,12,0,0,0,0,12,1,Uniconsult
83827815,Revifirmaet,12,1,0,0,11,0,12,11,0,1,0,0,11,1,Revifirmaet
46127307,Audit Advisor ApS,12,0,0,4,8,0,12,8,4,0,0,0,12,1,Audit Advisor ApS
18485907,Michael Kappelhøj,12,0,0,0,12,0,12,12,0,0,0,0,12,1,Michael Kappelhøj
38267132,TimeVision,12,2,1,1,8,0,12,8,1,2,1,0,9,8,TimeVision
27909833,Statsautoriseret revisor Søren Cortsen,12,0,0,0,12,0,12,12,0,0,0,0,12,1,Statsautoriseret revisor Søren Cortsen
31167140,Revisionsfirmaet MBP,11,11,0,0,0,0,11,0,0,11,0,0,0,1,Revisionsfirmaet MBP
17811371,Luni Revision,11,3,0,8,0,0,11,0,8,3,0,0,8,1,Luni Revision
36081848,Fetterlein,11,2,0,0,9,0,11,9,0,2,0,0,9,1,Fetterlein
26887801,Dupont Revision & Rådgivning,11,0,0,0,11,0,11,11,0,0,0,0,11,1,Dupont Revision & Rådgivning
38897713,Pandrup Revision,11,0,0,0,11,0,11,11,0,0,0,0,11,1,Pandrup Revision
28711395,Bjarne Bertelsen,10,1,0,5,4,0,10,4,5,1,0,0,9,1,Bjarne Bertelsen
31579325,Hestehavens Revison,10,0,0,7,3,0,10,3,7,0,0,0,10,1,Hestehavens Revison
16914800,Revisorgården v/Jane Lading Pedersen,10,0,0,0,10,0,10,10,0,0,0,0,10,1,Revisorgården v/Jane Lading Pedersen
33064543,Nordjysk Revision HJ,10,0,0,0,10,0,10,10,0,0,0,0,10,1,Nordjysk Revision HJ
29316996,Rådgivningsgruppen,10,1,0,1,8,0,10,8,1,1,0,0,9,1,Rådgivningsgruppen
25491742,Revisionsfirmaet Erik Reinsborg,10,0,0,0,10,0,10,10,0,0,0,0,10,1,Revisionsfirmaet Erik Reinsborg
42746452,Konsulent Jens H. Hedegaard,10,0,0,3,7,0,10,7,3,0,0,0,10,1,Konsulent Jens H. Hedegaard
27022863,Revisionsfirmaet Lars Bo,10,2,0,4,4,0,10,4,4,2,0,0,8,2,Revisionsfirmaet Lars Bo
45945189,Kara Statsautoriseret Revisionsanpartsselskab,10,0,0,2,8,0,10,8,2,0,0,0,10,1,Kara Statsautoriseret Revisionsanpartsselskab
35658432,Vistisen & Lunde,10,4,0,0,6,0,8,6,0,2,0,2,6,3,Vistisen & Lunde
25049608,LandboNord,10,0,0,0,10,0,10,10,0,0,0,0,10,4,LandboNord
12689039,Reg Revisor Uffe Berg Pedersen,9,0,0,0,9,0,9,9,0,0,0,0,9,1,Reg Revisor Uffe Berg Pedersen
78646411,Lokalrevision,9,1,0,0,8,0,9,8,0,1,0,0,8,1,Lokalrevision
27192939,"John Dalgaard, Statsautoriseret Revisionsanpartsselskab",9,0,0,0,9,0,9,9,0,0,0,0,9,1,"John Dalgaard, Statsautoriseret Revisionsanpartsselskab"
41694939,"Jens Rye, Statsautoriseret Revisor",9,0,0,2,7,0,9,7,2,0,0,0,9,1,"Jens Rye, Statsautoriseret Revisor"
46639715,Revisor Gunnar Kjærgaard Larsen,9,0,0,0,9,0,9,9,0,0,0,0,9,1,Revisor Gunnar Kjærgaard Larsen
52886252,IGM Revision v/iben green madsen,9,0,0,0,9,0,9,9,0,0,0,0,9,1,IGM Revision v/iben green madsen
15656042,MN Revision v/statsaut. revisor Mogens Nielsen,9,0,0,0,9,0,9,9,0,0,0,0,9,1,MN Revision v/statsaut. revisor Mogens Nielsen
16368342,LP Revision & rådgivning,9,1,0,0,8,0,9,8,0,1,0,0,8,1,LP Revision & rådgivning
27495753,nf plus,9,1,0,2,6,0,9,6,2,1,0,0,8,2,NF Plus Revision + nf plus
18393387,Revisionsfirma Ulla Svenningsen,9,0,0,1,8,0,9,8,1,0,0,0,9,1,Revisionsfirma Ulla Svenningsen
30220331,Lars Ole Wiese,9,0,0,0,9,0,9,9,0,0,0,0,9,1,Lars Ole Wiese
34066698,Revisionsfirmaet Per Abelsen,8,0,0,1,7,0,8,7,1,0,0,0,8,1,Revisionsfirmaet Per Abelsen
43514172,Nemli & Partnere Statsautoriserede Revisorer ApS,8,0,0,2,6,0,8,6,2,0,0,0,8,1,Nemli & Partnere Statsautoriserede Revisorer ApS
35042520,Holm Hansen Statsautoriseret Revisionspartnerselskab,8,6,0,0,2,0,8,2,0,6,0,0,2,1,Holm Hansen Statsautoriseret Revisionspartnerselskab
25452313,Carsten Bjørn Jensen,8,0,0,0,8,0,8,8,0,0,0,0,8,1,Carsten Bjørn Jensen
30956400,MPB Consult,8,0,0,0,8,0,8,8,0,0,0,0,8,1,MPB Consult
30175905,K2 TOP Registreret Revisionsanpartsselskab,8,0,0,0,8,0,8,8,0,0,0,0,8,1,K2 TOP Registreret Revisionsanpartsselskab
26186897,Asgård Finans,8,0,0,0,8,0,8,8,0,0,0,0,8,1,Asgård Finans
36735465,Revisionsselskabet LKG,7,2,0,5,0,0,6,0,5,1,0,1,5,1,Revisionsselskabet LKG
27796001,H D Consult,7,0,0,5,2,0,7,2,5,0,0,0,7,1,H D Consult
20938692,Borg Revision v/Olav Borg Christensen,7,0,0,0,7,0,7,7,0,0,0,0,7,1,Borg Revision v/Olav Borg Christensen
32560164,Buller Tex Flemming Olsen,7,7,0,0,0,0,7,0,0,7,0,0,0,1,Buller Tex Flemming Olsen
65608154,Revisionsfirmaet Peter Høg,7,0,0,0,7,0,7,7,0,0,0,0,7,1,Revisionsfirmaet Peter Høg
48569528,Revisionsselskabet v/ Anders Christian Mogensen,7,2,0,0,5,0,7,5,0,2,0,0,5,1,Revisionsselskabet v/ Anders Christian Mogensen
30607236,Skanderborg Revision,7,0,0,0,7,0,7,7,0,0,0,0,7,1,Skanderborg Revision
18186144,A Revision,7,0,0,0,7,0,7,7,0,0,0,0,7,1,A-revisor
37230359,Revisionsfirmaet Benny Lund Jensen,7,0,0,0,7,0,7,7,0,0,0,0,7,1,Revisionsfirmaet Benny Lund Jensen
45556158,B.C. Revision,7,0,0,0,7,0,7,7,0,0,0,0,7,1,B.C. Revision
38575694,Konde ApS,6,0,0,0,6,0,6,6,0,0,0,0,6,1,Konde ApS
29389918,NET-Revision,6,0,0,0,6,0,6,6,0,0,0,0,6,1,NET-Revision
28663838,"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB",6,0,0,0,6,0,6,6,0,0,0,0,6,1,"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB"
32319998,RH Revision Statsautoriseret Revisionsanpartsselskab,6,2,0,2,2,0,6,2,2,2,0,0,4,1,RH Revision Statsautoriseret Revisionsanpartsselskab
43113577,Kruse Revision,6,0,0,0,6,0,6,6,0,0,0,0,6,1,Kruse Revision
26916402,Afrodite Hår og Trend v/Rita Truelsen,6,0,0,0,6,0,6,6,0,0,0,0,6,1,Afrodite Hår og Trend v/Rita Truelsen
32983618,DataBalance,6,0,0,0,6,0,6,6,0,0,0,0,6,1,DataBalance
15710373,Damborg Revision og Rådgivning,5,0,0,0,5,0,5,5,0,0,0,0,5,1,Damborg Revision og Rådgivning
16346578,Revisionsfirmaet Peter Deiborg,5,0,1,0,2,2,3,2,0,0,1,0,2,1,Revisionsfirmaet Peter Deiborg
35926585,EC Økonomi og regnskab,5,1,0,0,4,0,5,4,0,1,0,0,4,1,EC Økonomi og regnskab
42491748,DP Hillerød P/S,5,0,0,0,5,0,5,5,0,0,0,0,5,4,DP Hillerød P/S
36709030,Brønshøj Regnskab,4,2,0,0,2,0,4,2,0,2,0,0,2,1,Brønshøj Regnskab
18137399,Registreret Revisionsanpartsselskab j. Gilbert Nielsen,4,2,0,1,1,0,4,1,1,2,0,0,2,1,Registreret Revisionsanpartsselskab j. Gilbert Nielsen
55399719,JH Revision,4,1,0,1,2,0,4,2,1,1,0,0,3,3,JH Revision
27135730,Osmark,4,1,0,0,3,0,4,3,0,1,0,0,3,1,Osmark
15083743,Statsaut. Rev. Jan Vegge,4,0,0,0,4,0,4,4,0,0,0,0,4,1,Statsaut. Rev. Jan Vegge
25504070,KPMG KOMPLEMENTARSELSKAB ApS,4,1,0,3,0,0,4,0,3,1,0,0,3,2,KPMG KOMPLEMENTARSELSKAB ApS
44387263,Alter Audit ApS,4,2,0,1,1,0,4,1,1,2,0,0,2,1,Alter Audit ApS
30969103,PC-Revision Gentofte,4,2,0,0,2,0,4,2,0,2,0,0,2,1,PC-Revision Gentofte
45107787,KOA CPH ApS,4,0,0,0,4,0,4,4,0,0,0,0,4,1,KOA CPH ApS
31501601,IHC Holding Kolding,4,0,0,0,4,0,4,4,0,0,0,0,4,1,IHC Holding Kolding
50949656,Registreret Revisor Peter Rose,4,0,0,0,4,0,4,4,0,0,0,0,4,1,Registreret Revisor Peter Rose
46505190,Beck Mortensen Revision ApS,4,0,0,2,2,0,4,2,2,0,0,0,4,1,Beck Mortensen Revision ApS
27969933,Furesø Revision,3,0,0,0,3,0,3,3,0,0,0,0,3,1,Furesø Revision
15592354,Statsautoriseret revisionsfirma Bent Andrup,3,0,0,0,3,0,3,3,0,0,0,0,3,1,Statsautoriseret revisionsfirma Bent Andrup
29628777,Funder & Henriksen,3,0,0,1,2,0,3,2,1,0,0,0,3,2,Funder & Henriksen
34274657,Karsten Andersen Registreret Revisionsvirksomhed,3,0,0,2,1,0,3,1,2,0,0,0,3,1,Karsten Andersen Registreret Revisionsvirksomhed
35657975,Veritas,3,1,0,0,2,0,3,2,0,1,0,0,2,1,Veritas
11163947,Revisionsfirmaet Svend Rosendahl,3,0,0,0,3,0,3,3,0,0,0,0,3,1,Revisionsfirmaet Svend Rosendahl
20251883,ReVision+ Brøndby ApS,3,0,0,1,2,0,3,2,1,0,0,0,3,1,ReVision+ Brøndby ApS
31611520,Revipoint,3,0,0,0,3,0,3,3,0,0,0,0,3,2,Revipoint
28252102,PS Revision,3,0,0,0,3,0,3,3,0,0,0,0,3,1,PS Revision
10938694,Elley Revision,3,0,0,0,3,0,3,3,0,0,0,0,3,1,Elley Revision
27288537,ESSET,3,0,0,0,3,0,3,3,0,0,0,0,3,1,ESSET
17561391,Registreret Revisor N. C. Sørensen,2,0,0,2,0,0,2,0,2,0,0,0,2,1,Registreret Revisor N. C. Sørensen
28121717,Global Revision,2,1,0,0,1,0,2,1,0,1,0,0,1,2,Global Revision
32149863,Revisionsfirmaet Asger Wiuff Andersen,2,2,0,0,0,0,2,0,0,2,0,0,0,1,Revisionsfirmaet Asger Wiuff Andersen
40847170,Registreret revisor Morten Rasmussen,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Registreret revisor Morten Rasmussen
82958118,Rehvidsion,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Rehvidsion
43917455,Revisionsfirmaet Højmose Christiansen ApS,2,1,0,0,1,0,2,1,0,1,0,0,1,1,Revisionsfirmaet Højmose Christiansen ApS
38294539,Svaneke Revision I/S,2,0,0,2,0,0,2,0,2,0,0,0,2,1,Svaneke Revision I/S
17016334,Jes Revision,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Jes Revision
28248598,Revisionsfirmaet Højvar & Skaaning,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Revisionsfirmaet Højvar & Skaaning
30771508,Revisionsfirmaet Højmose,2,1,0,0,1,0,2,1,0,1,0,0,1,1,Revisionsfirmaet Højmose
16942375,Bogføring / Regnskab,2,0,0,2,0,0,2,0,2,0,0,0,2,1,Bogføring / Regnskab
72715454,BJERGGAARD Regnskab og Rådgivning v/ Steen Bjerggaard,2,0,0,0,2,0,2,2,0,0,0,0,2,1,BJERGGAARD Regnskab og Rådgivning v/ Steen Bjerggaard
31634466,Revisorteamet.dk,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Revisorteamet.dk
27795188,Revico,2,1,0,0,1,0,2,1,0,1,0,0,1,1,Revico
31495288,PK Revision,2,1,0,0,1,0,2,1,0,1,0,0,1,1,PK Revision
31778530,Dansk Revision Randers,2,1,0,0,1,0,2,1,0,1,0,0,1,2,Dansk Revision Randers
15534397,Revisionsfirmaet Erik Andersen,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Revisionsfirmaet Erik Andersen
45265897,Søhøjlandets Rådgivning P/S,2,0,0,0,2,0,2,2,0,0,0,0,2,1,Søhøjlandets Rådgivning P/S
19553876,LDM Revision,2,0,0,0,2,0,2,2,0,0,0,0,2,1,LDM Revision
15728000,Revikon,2,0,0,0,2,0,2,2,0,0,0,0,2,2,Revikon
30821963,GLB Revision,1,1,0,0,0,0,1,0,0,1,0,0,0,1,GLB Revision
31071097,DANSK REVISION A/S,1,0,0,0,1,0,1,1,0,0,0,0,1,1,DANSK REVISION A/S
35798153,Registreret Revisionsvirksomhed FD Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Registreret Revisionsvirksomhed FD Revision
15202548,BAYER HOLDING ApS,1,0,0,0,1,0,1,1,0,0,0,0,1,1,BAYER HOLDING ApS
10477549,Henrik Blixenkrone Registreret Revisionsanpartsselskab,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Henrik Blixenkrone Registreret Revisionsanpartsselskab
31943582,TimeVision Frederiksberg,1,1,0,0,0,0,1,0,0,1,0,0,0,1,TimeVision Frederiksberg
19261735,Totalrevision Vordingborg,1,0,0,1,0,0,1,0,1,0,0,0,1,1,Totalrevision Vordingborg
35050469,AC Revision - Registreret Revisionsanpartsselskab,1,0,0,0,1,0,1,1,0,0,0,0,1,1,AC Revision - Registreret Revisionsanpartsselskab
36728027,DK Ejendomsadministration & Ejendomsservice ApS,1,0,0,0,1,0,1,1,0,0,0,0,1,1,DK Ejendomsadministration & Ejendomsservice ApS
39325608,gills-economics,1,0,0,1,0,0,1,0,1,0,0,0,1,1,gills-economics
54879911,Døssing & Partnere,1,1,0,0,0,0,1,0,0,1,0,0,0,1,Døssing & Partnere
29234590,ABM-Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,ABM-Revision
77806113,Rigsrevisionen,1,1,0,0,0,0,1,0,0,1,0,0,0,1,Rigsrevisionen
10741092,REV af 22/12 1989 ApS,1,0,0,0,0,1,0,0,0,0,0,0,0,1,REV af 22/12 1989 ApS
46408314,Rasmussen Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Rasmussen Revision
31438748,JuelViborg,1,0,0,0,1,0,1,1,0,0,0,0,1,1,JuelViborg
41071222,Skovborg & Co. P/S,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Skovborg & Co. P/S
37381136,FP Revision,1,1,0,0,0,0,1,0,0,1,0,0,0,1,FP Revision
39791374,Aktiv Regnskab og Skat,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Aktiv Regnskab og Skat
20082097,Revisionsfirmaet Tommy Jensen,1,0,0,1,0,0,1,0,1,0,0,0,1,1,Revisionsfirmaet Tommy Jensen
31622565,Lynge Revisor,1,1,0,0,0,0,1,0,0,1,0,0,0,1,Lynge Revisor
34901694,Asset,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Asset
30217152,Statsautoriseret revisor Michael Stenskrog,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Statsautoriseret revisor Michael Stenskrog
33359128,Exacta Gruppen,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Exacta Gruppen
31123992,Landboforeningen Gefion,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Landboforeningen Gefion
26326931,C&J Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,C&J Revision
32291171,SOKKELUND ApS,1,0,0,0,1,0,1,1,0,0,0,0,1,1,SOKKELUND ApS
28931581,HvidebækRevisoren,1,0,0,0,1,0,1,1,0,0,0,0,1,1,HvidebækRevisoren
40299637,Revision Nordjylland Hjørring ApS,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Revision Nordjylland Hjørring ApS
26631556,Kildebjerg Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Kildebjerg Revision
30506804,RGD REVISIONSPARTNERSELSKAB,1,0,0,0,1,0,1,1,0,0,0,0,1,1,RGD REVISIONSPARTNERSELSKAB
25635868,National Revision,1,1,0,0,0,0,1,0,0,1,0,0,0,1,National Revision
12549679,Revisorhuset Hasselager,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Revisorhuset Hasselager
15897996,Revisionsfirmaet Jens Vindfeldt,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Revisionsfirmaet Jens Vindfeldt
36956658,ReviDK,1,1,0,0,0,0,1,0,0,1,0,0,0,1,ReviDK
41454555,Revision Limfjord,1,1,0,0,0,0,1,0,0,1,0,0,0,1,Revision Limfjord
35534156,KOMPLEMENTARANPARTSSELSKABET ANDERSEN REVISION,1,0,0,0,1,0,1,1,0,0,0,0,1,1,KOMPLEMENTARANPARTSSELSKABET ANDERSEN REVISION
39090279,One Revision,1,0,0,1,0,0,1,0,1,0,0,0,1,1,One Revision
10841976,OL Revision,1,0,0,1,0,0,1,0,1,0,0,0,1,1,OL Revision
33773188,PwC Statsautoriseret Revisionsanpartsselskab,1,0,0,0,1,0,1,1,0,0,0,0,1,1,PwC Statsautoriseret Revisionsanpartsselskab
39875926,ReviGroup,1,1,0,0,0,0,1,0,0,1,0,0,0,1,ReviGroup
13929297,Revicor,1,1,0,0,0,0,1,0,0,1,0,0,0,1,Revicor
27478131,"Kvist & Jensen, Grenaa",1,0,0,0,1,0,1,1,0,0,0,0,1,1,"Kvist & Jensen, Grenaa"
37915718,Revisionsfirmaet Henrik Tange,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Revisionsfirmaet Henrik Tange
17230239,Pilgaard Revision V/Elna Pilgaard,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Pilgaard Revision V/Elna Pilgaard
37142042,Linda Lauritsen,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Linda Lauritsen
15681586,Syddansk Revision,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Syddansk Revision
30898664,A. Bjørn - Statsautoriseret revisionsanpartsselskab,1,0,0,0,1,0,1,1,0,0,0,0,1,1,A. Bjørn - Statsautoriseret revisionsanpartsselskab
32348831,Revisionskontoret Fredericia-Vejle,1,0,0,0,1,0,1,1,0,0,0,0,1,1,Revisionskontoret Fredericia-Vejle
