accounting_office_cvr,accounting_office_name,mne_source_name,declarations_2025_2026,class_b,class_b_assistance,class_b_extended_review,class_b_audit,class_b_review,addressable_annual_reports,class_other
16346578,Revisionsfirmaet Peter Deiborg,Revisionsfirmaet Peter Deiborg,5,3,2,0,0,1,2,0
35926585,EC Økonomi og regnskab,EC Økonomi og regnskab,5,5,4,0,1,0,4,0
42491748,DP Hillerød P/S,DP Hillerød P/S,5,5,5,0,0,0,5,0
36709030,Brønshøj Regnskab,Brønshøj Regnskab,4,4,2,0,2,0,2,0
18137399,Registreret Revisionsanpartsselskab j. Gilbert Nielsen,Registreret Revisionsanpartsselskab j. Gilbert Nielsen,4,4,1,1,2,0,2,0
55399719,JH Revision,JH Revision,4,4,2,1,1,0,3,0
27135730,Osmark,Osmark,4,4,3,0,1,0,3,0
15083743,Statsaut. Rev. Jan Vegge,Statsaut. Rev. Jan Vegge,4,4,4,0,0,0,4,0
25504070,KPMG KOMPLEMENTARSELSKAB ApS,KPMG KOMPLEMENTARSELSKAB ApS,4,4,0,3,1,0,3,0
44387263,Alter Audit ApS,Alter Audit ApS,4,4,1,1,2,0,2,0
30969103,PC-Revision Gentofte,PC-Revision Gentofte,4,4,2,0,2,0,2,0
45107787,KOA CPH ApS,KOA CPH ApS,4,4,4,0,0,0,4,0
31501601,IHC Holding Kolding,IHC Holding Kolding,4,4,4,0,0,0,4,0
50949656,Registreret Revisor Peter Rose,Registreret Revisor Peter Rose,4,4,4,0,0,0,4,0
46505190,Beck Mortensen Revision ApS,Beck Mortensen Revision ApS,4,4,2,2,0,0,4,0
27969933,Furesø Revision,Furesø Revision,3,3,3,0,0,0,3,0
15592354,Statsautoriseret revisionsfirma Bent Andrup,Statsautoriseret revisionsfirma Bent Andrup,3,3,3,0,0,0,3,0
29628777,Funder & Henriksen,Funder & Henriksen,3,3,2,1,0,0,3,0
34274657,Karsten Andersen Registreret Revisionsvirksomhed,Karsten Andersen Registreret Revisionsvirksomhed,3,3,1,2,0,0,3,0
35657975,Veritas,Veritas,3,3,2,0,1,0,2,0
11163947,Revisionsfirmaet Svend Rosendahl,Revisionsfirmaet Svend Rosendahl,3,3,3,0,0,0,3,0
20251883,ReVision+ Brøndby ApS,ReVision+ Brøndby ApS,3,3,2,1,0,0,3,0
31611520,Revipoint,Revipoint,3,3,3,0,0,0,3,0
28252102,PS Revision,PS Revision,3,3,3,0,0,0,3,0
10938694,Elley Revision,Elley Revision,3,3,3,0,0,0,3,0
27288537,ESSET,ESSET,3,3,3,0,0,0,3,0
17561391,Registreret Revisor N. C. Sørensen,Registreret Revisor N. C. Sørensen,2,2,0,2,0,0,2,0
28121717,Global Revision,Global Revision,2,2,1,0,1,0,1,0
32149863,Revisionsfirmaet Asger Wiuff Andersen,Revisionsfirmaet Asger Wiuff Andersen,2,2,0,0,2,0,0,0
40847170,Registreret revisor Morten Rasmussen,Registreret revisor Morten Rasmussen,2,2,2,0,0,0,2,0
82958118,Rehvidsion,Rehvidsion,2,2,2,0,0,0,2,0
43917455,Revisionsfirmaet Højmose Christiansen ApS,Revisionsfirmaet Højmose Christiansen ApS,2,2,1,0,1,0,1,0
38294539,Svaneke Revision I/S,Svaneke Revision I/S,2,2,0,2,0,0,2,0
17016334,Jes Revision,Jes Revision,2,2,2,0,0,0,2,0
28248598,Revisionsfirmaet Højvar & Skaaning,Revisionsfirmaet Højvar & Skaaning,2,2,2,0,0,0,2,0
30771508,Revisionsfirmaet Højmose,Revisionsfirmaet Højmose,2,2,1,0,1,0,1,0
16942375,Bogføring / Regnskab,Bogføring / Regnskab,2,2,0,2,0,0,2,0
72715454,BJERGGAARD Regnskab og Rådgivning v/ Steen Bjerggaard,BJERGGAARD Regnskab og Rådgivning v/ Steen Bjerggaard,2,2,2,0,0,0,2,0
31634466,Revisorteamet.dk,Revisorteamet.dk,2,2,2,0,0,0,2,0
27795188,Revico,Revico,2,2,1,0,1,0,1,0
31495288,PK Revision,PK Revision,2,2,1,0,1,0,1,0
31778530,Dansk Revision Randers,Dansk Revision Randers,2,2,1,0,1,0,1,0
15534397,Revisionsfirmaet Erik Andersen,Revisionsfirmaet Erik Andersen,2,2,2,0,0,0,2,0
45265897,Søhøjlandets Rådgivning P/S,Søhøjlandets Rådgivning P/S,2,2,2,0,0,0,2,0
19553876,LDM Revision,LDM Revision,2,2,2,0,0,0,2,0
15728000,Revikon,Revikon,2,2,2,0,0,0,2,0
30821963,GLB Revision,GLB Revision,1,1,0,0,1,0,0,0
31071097,DANSK REVISION A/S,DANSK REVISION A/S,1,1,1,0,0,0,1,0
35798153,Registreret Revisionsvirksomhed FD Revision,Registreret Revisionsvirksomhed FD Revision,1,1,1,0,0,0,1,0
15202548,BAYER HOLDING ApS,BAYER HOLDING ApS,1,1,1,0,0,0,1,0
10477549,Henrik Blixenkrone Registreret Revisionsanpartsselskab,Henrik Blixenkrone Registreret Revisionsanpartsselskab,1,1,1,0,0,0,1,0
31943582,TimeVision Frederiksberg,TimeVision Frederiksberg,1,1,0,0,1,0,0,0
19261735,Totalrevision Vordingborg,Totalrevision Vordingborg,1,1,0,1,0,0,1,0
35050469,AC Revision - Registreret Revisionsanpartsselskab,AC Revision - Registreret Revisionsanpartsselskab,1,1,1,0,0,0,1,0
36728027,DK Ejendomsadministration & Ejendomsservice ApS,DK Ejendomsadministration & Ejendomsservice ApS,1,1,1,0,0,0,1,0
39325608,gills-economics,gills-economics,1,1,0,1,0,0,1,0
54879911,Døssing & Partnere,Døssing & Partnere,1,1,0,0,1,0,0,0
29234590,ABM-Revision,ABM-Revision,1,1,1,0,0,0,1,0
77806113,Rigsrevisionen,Rigsrevisionen,1,1,0,0,1,0,0,0
10741092,REV af 22/12 1989 ApS,REV af 22/12 1989 ApS,1,0,0,0,0,0,0,0
46408314,Rasmussen Revision,Rasmussen Revision,1,1,1,0,0,0,1,0
31438748,JuelViborg,JuelViborg,1,1,1,0,0,0,1,0
41071222,Skovborg & Co. P/S,Skovborg & Co. P/S,1,1,1,0,0,0,1,0
37381136,FP Revision,FP Revision,1,1,0,0,1,0,0,0
39791374,Aktiv Regnskab og Skat,Aktiv Regnskab og Skat,1,1,1,0,0,0,1,0
20082097,Revisionsfirmaet Tommy Jensen,Revisionsfirmaet Tommy Jensen,1,1,0,1,0,0,1,0
31622565,Lynge Revisor,Lynge Revisor,1,1,0,0,1,0,0,0
34901694,Asset,Asset,1,1,1,0,0,0,1,0
30217152,Statsautoriseret revisor Michael Stenskrog,Statsautoriseret revisor Michael Stenskrog,1,1,1,0,0,0,1,0
33359128,Exacta Gruppen,Exacta Gruppen,1,1,1,0,0,0,1,0
31123992,Landboforeningen Gefion,Landboforeningen Gefion,1,1,1,0,0,0,1,0
26326931,C&J Revision,C&J Revision,1,1,1,0,0,0,1,0
32291171,SOKKELUND ApS,SOKKELUND ApS,1,1,1,0,0,0,1,0
28931581,HvidebækRevisoren,HvidebækRevisoren,1,1,1,0,0,0,1,0
40299637,Revision Nordjylland Hjørring ApS,Revision Nordjylland Hjørring ApS,1,1,1,0,0,0,1,0
26631556,Kildebjerg Revision,Kildebjerg Revision,1,1,1,0,0,0,1,0
30506804,RGD REVISIONSPARTNERSELSKAB,RGD REVISIONSPARTNERSELSKAB,1,1,1,0,0,0,1,0
25635868,National Revision,National Revision,1,1,0,0,1,0,0,0
12549679,Revisorhuset Hasselager,Revisorhuset Hasselager,1,1,1,0,0,0,1,0
15897996,Revisionsfirmaet Jens Vindfeldt,Revisionsfirmaet Jens Vindfeldt,1,1,1,0,0,0,1,0
36956658,ReviDK,ReviDK,1,1,0,0,1,0,0,0
41454555,Revision Limfjord,Revision Limfjord,1,1,0,0,1,0,0,0
35534156,KOMPLEMENTARANPARTSSELSKABET ANDERSEN REVISION,KOMPLEMENTARANPARTSSELSKABET ANDERSEN REVISION,1,1,1,0,0,0,1,0
39090279,One Revision,One Revision,1,1,0,1,0,0,1,0
10841976,OL Revision,OL Revision,1,1,0,1,0,0,1,0
33773188,PwC Statsautoriseret Revisionsanpartsselskab,PwC Statsautoriseret Revisionsanpartsselskab,1,1,1,0,0,0,1,0
39875926,ReviGroup,ReviGroup,1,1,0,0,1,0,0,0
13929297,Revicor,Revicor,1,1,0,0,1,0,0,0
27478131,"Kvist & Jensen, Grenaa","Kvist & Jensen, Grenaa",1,1,1,0,0,0,1,0
37915718,Revisionsfirmaet Henrik Tange,Revisionsfirmaet Henrik Tange,1,1,1,0,0,0,1,0
17230239,Pilgaard Revision V/Elna Pilgaard,Pilgaard Revision V/Elna Pilgaard,1,1,1,0,0,0,1,0
37142042,Linda Lauritsen,Linda Lauritsen,1,1,1,0,0,0,1,0
15681586,Syddansk Revision,Syddansk Revision,1,1,1,0,0,0,1,0
30898664,A. Bjørn - Statsautoriseret revisionsanpartsselskab,A. Bjørn - Statsautoriseret revisionsanpartsselskab,1,1,1,0,0,0,1,0
32348831,Revisionskontoret Fredericia-Vejle,Revisionskontoret Fredericia-Vejle,1,1,1,0,0,0,1,0
