mne,pub_month,antal,aktive
mne34082,9,3,0
mne46626,7,6,0
mne24813,9,7,0
mne35625,2,19,0
mne42793,8,3,0
mne1246,1,14,0
mne32199,1,15,0
mne32792,8,2,0
mne959,2,1,0
mne15942,2,9,0
mne49056,3,5,0
mne47823,6,14,0
mne8942,12,14,0
mne26873,12,28,0
mne50648,12,2,0
mne15510,6,47,0
mne34543,4,7,0
mne36188,8,2,0
mne33711,5,24,1
mne47785,7,13,0
mne19789,9,3,0
mne11469,6,5,0
mne34272,9,9,0
mne35420,5,28,0
mne18620,12,21,0
mne27796,4,24,0
mne34468,8,1,0
mne26692,8,1,0
mne28602,5,7,0
mne35803,6,33,0
mne27738,7,15,0
mne34189,5,31,0
mne11737,10,13,0
mne5783,1,12,0
mne34300,3,12,0
mne24746,1,9,0
mne30151,1,12,0
mne34478,3,17,0
mne52078,6,35,0
mne42788,6,6,0
mne34313,1,6,0
mne29379,3,6,0
mne23420,12,22,0
mne34460,1,10,0
mne32783,3,39,0
mne33723,9,4,0
mne11740,2,14,0
mne7480,4,8,0
mne42793,3,5,0
mne369,6,2,0
mne21558,9,2,0
mne34316,12,22,1
mne28629,6,87,0
mne11706,3,3,0
mne31446,5,22,0
mne32221,9,8,0
mne17960,12,3,0
mne31413,9,1,0
mne32107,4,17,0
mne32096,5,41,1
mne32096,9,15,0
mne34161,5,19,0
mne32799,1,1,0
mne35822,2,22,0
mne26762,11,1,0
mne46362,2,4,0
mne26714,11,7,0
mne9459,12,28,1
mne15275,7,20,0
mne26806,6,32,0
mne11745,12,7,0
mne29440,1,36,0
mne32732,5,9,0
mne10797,6,49,0
mne5614,12,8,0
mne3398,11,1,0
mne31397,12,28,2
mne35390,5,6,0
mne46256,6,31,0
mne46632,12,11,0
mne31411,4,16,0
mne45930,9,7,0
mne35390,1,1,0
mne21406,5,5,0
mne23366,7,10,0
mne27773,2,8,0
mne10776,6,15,0
mne47885,4,7,0
mne9748,7,2,0
mne8217,11,1,0
mne33762,4,34,0
mne46609,11,4,0
mne3189,12,9,0
mne10157,4,2,0
mne42817,11,4,0
mne11745,10,5,0
mne33723,2,12,0
mne24684,2,8,0
mne41312,1,4,0
mne31373,10,12,0
mne34518,12,11,0
mne2376,1,15,0
mne42786,9,2,0
mne29387,9,5,0
mne33756,1,16,0
mne24746,10,14,0
mne15253,5,27,0
mne8942,3,8,0
mne12510,5,14,0
mne19698,9,10,0
mne35431,10,2,0
mne42832,3,19,0
mne30151,4,7,0
mne42773,5,31,0
mne29385,11,7,0
mne44061,12,20,0
mne32840,3,1,0
mne35422,10,2,0
mne35808,7,22,0
mne23294,1,4,0
mne17139,3,18,0
mne11671,1,18,0
mne31397,2,15,2
mne15683,10,4,0
mne18257,4,6,0
mne52080,7,2,0
mne8217,7,19,0
mne45831,1,1,0
mne2974,11,11,1
mne32730,2,12,0
mne33216,9,2,0
mne41302,2,16,0
mne46625,5,7,0
mne36193,1,5,0
mne26713,6,61,0
mne31480,6,139,0
mne47812,6,14,0
mne34162,11,14,0
mne34271,12,29,0
mne34087,8,1,0
mne11407,10,4,0
mne34505,12,5,0
mne17225,7,11,0
mne1087,6,29,0
mne34271,4,25,0
mne11062,8,2,0
mne6143,10,17,0
mne11512,2,14,0
mne46613,5,17,0
mne28654,3,13,0
mne49147,2,2,0
mne16482,11,21,0
mne26745,5,31,0
mne1122,5,15,0
mne35808,4,25,0
mne45930,12,8,0
mne30151,3,25,0
mne30250,4,21,0
mne49052,3,8,0
mne24825,5,24,0
mne7480,11,6,1
mne32755,5,12,0
mne34493,6,38,1
mne35629,5,17,0
mne34092,11,9,0
mne31404,10,8,0
mne18011,1,8,0
mne31373,1,19,0
mne31476,9,17,0
mne17982,10,2,0
mne6428,4,2,0
mne12510,12,3,0
mne32771,10,15,0
mne11036,6,36,0
mne3844,4,9,0
mne16515,10,3,0
mne10812,11,3,0
mne18574,12,10,0
mne34108,4,12,0
mne3882,1,1,0
mne34133,11,19,0
mne34475,10,2,0
mne17138,4,24,0
mne42794,10,6,0
mne10887,9,1,0
mne167,12,32,0
mne34460,4,23,0
mne31446,10,5,0
mne34298,2,18,0
mne32115,8,4,0
mne11349,3,4,0
mne34511,12,28,0
mne17225,12,12,0
mne26771,3,10,0
mne35434,6,44,0
mne8317,6,102,0
mne35483,7,13,0
mne14950,4,22,2
mne44143,7,30,0
mne32122,1,14,0
mne47303,6,28,0
mne5306,5,2,0
mne15281,12,16,0
mne34264,5,11,0
mne18547,9,1,0
mne29381,10,12,0
mne42794,8,3,0
mne19734,9,1,0
mne10734,3,9,0
mne34318,7,8,0
mne33196,10,11,0
mne604,3,11,0
mne34262,3,17,0
mne51499,1,2,0
mne34261,5,27,0
mne33689,5,26,0
mne6353,5,14,0
mne34464,12,16,0
mne34266,5,13,1
mne34336,3,27,1
mne29440,9,9,0
mne35472,6,6,0
mne33714,10,4,0
mne11469,10,14,0
mne32204,2,23,0
mne34159,4,18,0
mne16029,12,3,0
mne42811,6,16,0
mne15242,4,11,0
mne43455,10,10,0
mne18488,6,185,0
mne34496,12,14,0
mne33686,1,36,0
mne3835,2,6,0
mne34324,4,27,2
mne49108,5,15,0
mne44064,11,11,0
mne45340,12,12,0
mne2564,4,11,0
mne35430,4,6,0
mne16640,1,8,0
mne33245,6,53,0
mne28699,7,5,0
mne33708,3,20,0
mne23414,12,26,0
mne34520,2,20,0
mne33689,10,8,0
mne17801,5,17,0
mne18512,3,19,0
mne3086,12,4,0
mne7553,4,1,0
mne17021,2,10,0
mne26695,2,11,0
mne31480,9,11,0
mne36188,6,74,0
mne33240,4,18,0
mne10887,6,33,0
mne51049,1,9,0
mne15931,12,3,0
mne4173,2,15,0
mne1480,5,1,0
mne51501,6,21,0
mne48487,12,4,0
mne26750,6,8,0
mne11106,1,5,0
mne41365,1,9,0
mne35408,3,20,0
mne33733,5,25,0
mne19674,5,8,0
mne46640,11,7,0
mne47904,5,10,0
mne12318,2,21,0
mne51058,6,26,0
mne18513,6,11,0
mne4043,4,19,0
mne46636,5,21,1
mne36182,5,29,0
mne34159,11,17,0
mne3409,7,16,0
mne16812,5,11,0
mne34178,7,6,0
mne24773,3,26,2
mne31400,10,22,2
mne11512,4,27,0
mne46625,4,9,0
mne28663,1,6,0
mne32063,5,19,0
mne35833,2,22,1
mne35437,10,3,0
mne12631,7,3,0
mne3913,5,2,0
mne8217,8,2,0
mne30211,5,3,0
mne12631,4,17,0
mne51052,7,27,0
mne34323,1,1,0
mne26762,5,27,0
mne35460,11,8,0
mne33756,6,40,0
mne10734,10,14,0
mne50559,4,44,0
mne29390,7,12,0
mne29440,4,14,0
mne1547,4,27,0
mne28662,6,7,0
mne34276,9,23,0
mne29356,6,37,2
mne41316,6,14,0
mne16306,3,10,0
mne3398,10,1,0
mne31470,12,22,1
mne42811,4,16,0
mne32221,2,21,0
mne46588,5,11,0
mne10734,12,10,0
mne26753,11,8,0
mne35834,6,37,0
mne26825,8,2,0
mne16852,12,10,0
mne5675,5,13,0
mne44109,7,22,0
mne35460,9,7,0
mne35449,3,13,0
mne32727,4,8,0
mne32170,6,58,0
mne32735,7,26,0
mne17313,11,4,0
mne537,5,9,0
mne472,10,5,0
mne29385,5,18,0
mne44064,5,30,0
mne1101,12,4,0
mne32748,2,11,0
mne15657,7,4,0
mne12365,6,34,0
mne18072,5,5,0
mne42771,7,3,0
mne14950,1,9,0
mne11706,7,19,0
mne18623,6,36,0
mne17458,4,5,0
mne23304,2,23,0
mne10798,5,19,0
mne32743,11,19,0
mne23413,7,17,2
mne35478,1,5,1
mne2376,5,4,0
mne31458,9,1,0
mne2386,4,3,0
mne34290,3,35,4
mne1932,3,3,0
mne35460,2,1,0
mne5505,3,4,0
mne35434,2,11,0
mne3020,4,8,0
mne35407,5,13,0
mne47778,10,9,0
mne31404,3,61,0
mne32730,10,6,0
mne6614,11,4,0
mne48487,4,17,0
mne17120,12,33,0
mne41316,11,4,0
mne31413,5,24,0
mne21334,11,3,0
mne42818,12,3,0
mne34100,11,14,0
mne31367,3,29,1
mne45819,5,21,0
mne32170,7,8,0
mne11122,4,1,0
mne31399,12,4,0
mne35478,4,11,0
mne34475,4,2,0
mne34273,5,21,0
mne35389,5,30,0
mne11306,8,1,0
mne34088,3,12,0
mne49133,3,48,0
mne28606,2,14,0
mne32170,1,19,0
mne17402,9,4,0
mne10948,5,14,0
mne2483,1,2,0
mne36188,9,7,0
mne12177,6,96,0
mne23183,5,14,0
mne35475,6,43,0
mne15510,4,20,0
mne35463,2,6,0
mne32199,2,15,0
mne24817,1,19,0
mne35434,9,5,0
mne33205,6,36,1
mne21334,2,7,0
mne45930,2,15,0
mne48473,3,21,0
mne33683,4,10,0
mne34324,2,14,1
mne15648,5,23,0
mne47788,6,33,0
mne270,3,14,0
mne33762,1,7,0
mne1366,4,1,0
mne42831,4,4,0
mne34099,7,12,0
mne36190,11,32,0
mne29369,3,15,0
mne8361,10,4,0
mne15927,10,1,0
mne33225,2,9,0
mne1832,6,1,0
mne10547,5,17,0
mne2433,11,5,0
mne34087,10,6,0
mne897,6,5,0
mne26753,3,18,0
mne19689,5,18,0
mne36183,4,18,0
mne31543,3,31,0
mne41402,5,17,0
mne19698,8,1,0
mne31444,5,13,0
mne34472,7,11,0
mne46636,2,12,0
mne36183,12,10,0
mne34082,6,29,0
mne46625,7,8,0
mne31399,11,9,0
mne11469,4,8,0
mne30145,1,14,0
mne10948,7,30,0
mne32857,11,14,0
mne3153,6,4,0
mne10157,2,4,0
mne52104,6,14,0
mne1246,12,25,0
mne29476,7,6,0
mne34505,1,9,0
mne29385,1,11,0
mne32109,1,23,0
mne2602,6,58,0
mne10776,4,4,0
mne36181,3,27,0
mne47834,3,9,0
mne40760,1,5,0
mne49093,4,3,0
mne3024,10,3,0
mne19692,3,21,0
mne34352,6,28,0
mne29440,5,44,0
mne35388,3,41,0
mne11407,3,7,0
mne48483,7,29,1
mne11106,10,2,0
mne10948,4,16,0
mne28681,8,7,0
mne1547,11,11,0
mne42793,9,2,0
mne15094,6,9,0
mne23254,2,7,0
mne49133,4,42,0
mne36180,4,34,0
mne51049,12,23,0
mne24769,4,24,0
mne5971,11,1,0
mne42811,12,2,0
mne36029,10,3,0
mne31444,4,16,0
mne23334,10,7,0
mne34298,4,11,1
mne29440,2,15,0
mne23334,7,18,0
mne27779,10,3,0
mne44151,1,14,0
mne35801,4,17,0
mne35804,2,16,0
mne47813,6,22,0
mne19699,5,12,0
mne5627,1,3,0
mne2506,2,3,0
mne31483,1,20,0
mne34266,1,13,0
mne31489,5,19,0
mne31407,10,8,0
mne34266,12,9,2
mne7625,5,3,0
mne17021,10,22,0
mne25301,5,7,0
mne45914,5,1,0
mne42794,5,33,0
mne3626,5,1,0
mne10948,2,7,0
mne2903,11,7,0
mne2427,4,6,0
mne34278,2,25,0
mne29440,3,16,0
mne16922,9,7,0
mne35664,7,16,0
mne27796,10,6,0
mne33244,11,24,0
mne33209,10,17,0
mne29385,3,23,0
mne28629,5,50,0
mne41313,4,38,0
mne34079,4,21,0
mne46613,10,6,0
mne17323,1,9,0
mne34087,7,21,1
mne28607,12,11,0
mne47808,3,17,0
mne28603,6,75,0
mne40035,12,5,0
mne33711,1,2,0
mne34482,6,188,0
mne34079,1,36,0
mne35455,2,53,0
mne23324,2,3,0
mne46640,3,17,0
mne35430,7,6,0
mne2376,10,10,0
mne49962,5,13,2
mne23304,12,6,0
mne1425,6,8,0
mne10156,6,21,0
mne46610,4,16,0
mne47785,6,37,0
mne33194,5,11,0
mne15942,10,9,0
mne26660,5,3,0
mne5318,11,3,0
mne15429,4,22,0
mne42817,12,8,0
mne42811,9,4,0
mne50621,5,2,0
mne31463,10,6,0
mne42793,2,1,0
mne26645,1,5,0
mne18011,3,22,0
mne32063,2,9,0
mne35434,3,15,0
mne42773,4,55,0
mne17140,5,7,0
mne30207,2,18,0
mne19677,1,27,2
mne42786,5,10,0
mne45823,12,7,0
mne6304,11,6,0
mne50607,6,15,0
mne32079,12,36,0
mne15253,6,61,1
mne32735,12,33,0
mne34336,5,33,3
mne27796,3,17,0
mne33688,4,1,0
mne34462,1,9,0
mne34502,3,66,0
mne26746,11,5,0
mne34493,4,16,1
mne32798,11,6,0
mne32115,6,40,0
mne31447,6,62,0
mne33197,10,5,0
mne1153,6,1,0
mne32857,7,10,0
mne34327,7,17,0
mne36188,7,16,0
mne47798,10,8,0
mne3464,5,4,0
mne34514,1,15,1
mne18623,11,10,0
mne42773,12,25,0
mne6255,11,4,0
mne34085,7,1,0
mne12365,7,2,0
mne897,10,1,0
mne42828,6,113,0
mne31412,2,8,0
mne34101,12,6,0
mne35407,4,5,0
mne33732,6,80,0
mne34442,7,3,0
mne47767,11,9,0
mne43513,2,3,0
mne40048,11,5,0
mne15370,3,14,0
mne34493,8,2,0
mne8311,4,3,0
mne11905,9,5,0
mne34331,3,27,0
mne18225,12,9,1
mne34483,7,30,0
mne1616,1,2,0
mne8726,3,7,0
mne5306,11,2,0
mne33206,2,11,0
mne12177,4,29,0
mne35460,5,15,0
mne33195,7,29,0
mne34290,9,5,0
mne46632,6,36,0
mne35812,10,2,0
mne49840,11,2,0
mne42777,3,18,0
mne607,10,4,0
mne1025,5,24,0
mne46588,12,2,0
mne28657,1,5,0
mne34546,5,4,0
mne1277,8,1,0
mne46629,3,23,1
mne1425,12,1,0
mne49093,5,30,0
mne34178,3,7,0
mne33705,9,5,0
mne19789,6,55,0
mne29476,8,1,0
mne28681,11,13,0
mne29425,11,11,0
mne34480,7,18,0
mne33761,12,7,0
mne14950,12,13,0
mne32822,8,4,0
mne34489,2,3,0
mne51501,5,4,0
mne33714,1,10,0
mne26711,11,4,0
mne1025,3,22,0
mne52074,12,5,0
mne16226,10,8,0
mne23368,4,18,0
mne10812,3,9,0
mne1246,9,6,0
mne11182,1,4,0
mne10812,4,1,0
mne46626,4,17,0
mne45875,6,75,0
mne35407,12,16,0
mne11061,1,1,0
mne32748,11,3,0
mne47422,4,28,0
mne12040,5,9,0
mne35812,7,7,0
mne33206,8,1,0
mne48473,2,17,0
mne34336,10,16,1
mne32739,1,11,0
mne34028,10,6,0
mne41306,6,49,2
mne30213,12,23,0
mne34442,4,32,0
mne17274,9,3,0
mne1932,12,1,0
mne42828,9,8,0
mne9642,12,8,0
mne14950,7,18,0
mne35455,10,43,0
mne46626,2,14,0
mne11349,12,4,0
mne33209,3,28,0
mne33710,5,36,0
mne34371,1,15,0
mne29476,5,10,0
mne10734,6,21,0
mne17625,4,3,0
mne31400,2,23,1
mne1547,10,7,0
mne46636,12,10,0
mne29369,5,21,0
mne16256,2,7,0
mne19736,2,3,0
mne34173,3,6,0
mne30127,1,8,0
mne10084,3,17,2
mne34543,1,6,0
mne34442,5,21,0
mne24699,1,2,0
mne35388,4,19,0
mne6428,6,6,0
mne42771,6,8,0
mne26738,6,53,0
mne27773,6,31,0
mne42828,11,7,0
mne35449,11,8,1
mne32825,6,23,0
mne9642,3,23,6
mne34478,2,12,0
mne23413,3,10,1
mne2974,3,16,0
mne35441,4,69,0
mne1041,5,1,0
mne2511,11,1,0
mne34492,6,14,0
mne45820,3,10,0
mne45820,2,6,0
mne9748,1,7,0
mne28666,12,7,0
mne45827,10,4,0
mne16440,9,1,0
mne27701,5,54,0
mne45861,8,2,0
mne34080,7,88,1
mne34460,10,13,0
mne34161,10,7,0
mne35434,8,2,0
mne35408,12,14,0
mne45827,12,3,0
mne8217,5,13,0
mne29381,5,22,0
mne35625,3,53,0
mne23295,9,5,0
mne35413,3,7,0
mne10593,4,7,0
mne51058,7,2,0
mne51546,1,15,0
mne31429,12,11,0
mne29356,4,21,3
mne12040,11,1,0
mne32101,3,64,1
mne1616,3,3,0
mne50622,7,11,0
mne11407,12,1,0
mne4038,3,22,0
mne8845,7,10,0
mne6529,7,20,0
mne33196,1,7,0
mne33707,12,10,0
mne1277,10,1,0
mne34327,4,22,1
mne34028,4,13,0
mne34290,5,23,5
mne34511,1,11,0
mne30150,4,4,0
mne42822,12,3,0
mne26783,7,15,1
mne33755,3,59,1
mne24820,1,3,0
mne32127,7,21,0
mne36180,11,10,0
mne35420,7,17,0
mne26806,2,6,0
mne29387,10,3,0
mne35420,11,6,0
mne26731,6,2,0
mne26805,1,4,0
mne41307,3,32,0
mne28661,4,11,0
mne36188,5,11,0
mne6353,1,15,0
mne9977,4,2,0
mne47866,3,14,0
mne29425,3,11,0
mne51054,6,29,1
mne17379,3,5,0
mne35884,6,181,0
mne1832,4,9,5
mne17154,2,4,0
mne52091,2,7,0
mne33236,6,49,0
mne23294,2,7,0
mne19692,12,10,0
mne35391,12,27,0
mne11503,5,34,0
mne21427,2,9,0
mne46619,11,4,0
mne12040,1,5,0
mne46627,10,18,0
mne44108,10,3,0
mne18474,5,10,0
mne16652,6,19,1
mne47812,12,2,0
mne35438,1,5,0
mne33212,12,22,0
mne10154,1,1,0
mne41316,9,3,0
mne28666,11,1,0
mne51501,4,5,1
mne45930,5,35,0
mne29531,9,11,0
mne29444,4,21,0
mne33779,1,16,0
mne34491,6,65,1
mne27790,6,24,0
mne32133,1,10,0
mne18078,2,34,0
mne21558,1,2,0
mne35787,4,14,0
mne34290,11,12,1
mne33207,11,13,0
mne46601,12,13,1
mne36182,9,10,0
mne34279,7,17,0
mne48730,4,22,0
mne52070,1,3,0
mne45892,3,3,0
mne32204,7,31,0
mne34108,12,12,0
mne1826,3,11,0
mne11512,3,12,0
mne6529,4,24,0
mne23318,1,10,0
mne35811,4,60,0
mne44061,5,25,0
mne680,11,11,0
mne35884,4,45,0
mne19688,10,5,0
mne50618,5,9,0
mne35805,7,38,0
mne16922,8,3,0
mne35478,2,11,0
mne51505,5,3,0
mne11915,1,5,0
mne418,6,27,0
mne32096,2,17,0
mne28681,4,23,0
mne1341,6,23,0
mne27707,2,23,0
mne982,6,2,0
mne31477,1,22,0
mne48486,3,5,0
mne49112,4,15,0
mne12451,11,12,3
mne2505,1,2,0
mne35833,6,37,0
mne40065,4,13,0
mne2892,2,1,0
mne35841,3,27,0
mne31444,7,6,0
mne16482,5,4,0
mne11183,6,1,0
mne11122,3,6,0
mne26713,10,4,0
mne49112,11,3,0
mne11062,10,3,0
mne45820,8,3,0
mne2427,7,19,0
mne34484,2,5,0
mne23183,3,7,0
mne47767,10,12,0
mne3364,6,10,0
mne51501,2,4,0
mne36193,7,15,0
mne33708,2,5,0
mne32066,2,11,0
mne23413,12,8,1
mne46629,8,9,0
mne47800,4,19,0
mne34302,5,10,0
mne52086,5,2,0
mne33677,5,21,0
mne16826,3,5,0
mne29417,3,59,0
mne51515,6,24,1
mne31436,5,16,0
mne11061,2,6,0
mne15619,2,11,0
mne23413,2,5,1
mne15974,5,19,0
mne16036,2,15,0
mne34100,5,11,0
mne31520,5,13,0
mne48486,4,3,0
mne32172,6,96,1
mne30216,3,13,0
mne7943,6,31,1
mne16640,5,20,0
mne7392,2,2,0
mne34372,4,21,0
mne34352,4,4,0
mne34262,2,10,0
mne49137,3,4,0
mne47819,7,6,0
mne32904,4,27,0
mne6529,3,16,0
mne45822,8,2,0
mne23366,1,20,0
mne32755,6,90,0
mne24825,3,7,1
mne47887,6,44,3
mne23324,9,22,0
mne12355,4,5,0
mne4038,9,1,0
mne52074,10,1,0
mne24737,7,5,0
mne270,4,13,0
mne34092,12,10,0
mne29385,9,7,0
mne34522,5,13,0
mne2505,4,11,0
mne34462,12,11,0
mne10998,3,15,0
mne42818,7,6,0
mne11737,3,21,0
mne34460,6,30,0
mne49056,4,10,0
mne29444,7,37,0
mne18011,6,50,0
mne33244,2,43,0
mne34323,4,4,0
mne41402,10,12,0
mne19693,11,20,0
mne34101,3,5,0
mne50652,3,7,0
mne16902,1,5,0
mne46609,2,15,0
mne34095,12,11,0
mne34478,7,14,0
mne18311,2,3,1
mne24684,5,58,0
mne33689,1,13,0
mne35833,3,27,0
mne11306,5,9,0
mne29476,2,3,0
mne48475,5,25,0
mne32801,7,26,0
mne25346,3,14,0
mne45845,3,15,0
mne47784,3,22,0
mne49841,2,6,0
mne34278,4,27,0
mne19811,9,1,0
mne26693,6,16,0
mne42794,1,22,0
mne11809,12,2,0
mne24721,9,2,0
mne32806,7,27,0
mne26783,3,8,0
mne4453,5,2,0
mne24824,7,21,0
mne46609,4,11,0
mne18225,4,7,0
mne51529,7,12,0
mne27750,3,5,0
mne11740,4,37,0
mne34502,5,96,1
mne25301,12,7,0
mne30150,5,8,0
mne35432,5,77,0
mne45861,2,5,0
mne28602,10,5,0
mne45833,4,36,0
mne47887,2,11,0
mne17402,11,24,0
mne44150,7,6,0
mne32372,10,9,0
mne33209,12,39,0
mne51532,7,5,0
mne11745,8,1,0
mne31458,12,16,0
mne33725,1,10,0
mne33757,5,32,0
mne28629,10,11,0
mne34262,1,10,0
mne28703,3,6,0
mne44061,7,23,1
mne19849,10,10,0
mne35419,7,5,0
mne29393,10,16,0
mne49841,3,21,0
mne40048,4,44,0
mne34092,4,21,0
mne6304,5,4,0
mne10288,11,1,0
mne46640,4,10,0
mne11737,2,14,5
mne34169,3,23,0
mne27742,2,31,0
mne11194,10,14,0
mne6568,7,16,0
mne32741,3,29,0
mne15931,3,12,0
mne31373,7,5,0
mne34331,11,13,0
mne5758,5,2,0
mne24826,7,48,1
mne35800,4,27,0
mne26753,9,7,0
mne51532,5,5,0
mne17625,2,1,0
mne36181,10,13,0
mne33779,7,18,0
mne50625,12,6,0
mne12580,1,4,0
mne18225,10,10,0
mne50619,9,4,0
mne33708,1,15,0
mne28629,7,10,0
mne28681,1,33,0
mne19689,3,29,0
mne34464,6,73,0
mne47795,4,10,0
mne33854,11,22,0
mne27789,1,6,0
mne34082,8,1,0
mne46362,6,30,0
mne12713,7,9,0
mne35431,2,4,0
mne32783,7,38,0
mne35805,11,5,0
mne17473,7,18,0
mne11671,2,3,0
mne36029,9,9,0
mne18510,6,2,0
mne17225,3,11,0
mne46632,5,11,0
mne21381,3,13,0
mne28659,11,6,0
mne8900,6,16,0
mne33773,2,7,0
mne41307,10,7,0
mne33711,4,24,0
mne40962,1,3,0
mne47262,6,23,0
mne34287,4,19,0
mne33854,2,4,0
mne33313,3,51,0
mne31463,7,28,1
mne8942,5,5,0
mne32792,7,13,0
mne34373,6,26,0
mne43474,6,10,0
mne48472,10,2,0
mne34262,4,13,0
mne27864,1,12,0
mne11747,12,1,0
mne8317,12,23,0
mne29497,7,47,0
mne35794,1,24,0
mne35478,9,2,0
mne31413,7,13,0
mne29356,5,18,1
mne2758,6,3,0
mne27751,5,19,0
mne4326,3,3,0
mne34554,3,18,1
mne30145,12,26,0
mne33733,4,14,0
mne31428,12,11,0
mne28659,4,23,0
mne11740,3,24,0
mne32064,10,10,0
mne18433,1,9,0
mne32785,4,23,1
mne2903,9,2,0
mne11645,7,14,0
mne30192,1,3,0
mne32748,7,19,0
mne34095,6,32,0
mne30145,3,21,0
mne18474,7,15,0
mne18495,7,1,0
mne33731,3,20,0
mne29385,7,5,0
mne35811,12,10,0
mne47778,3,8,0
mne418,4,2,0
mne11396,5,19,0
mne26694,12,11,0
mne34173,9,7,0
mne17814,12,20,1
mne34266,6,32,2
mne32174,3,2,0
mne47816,5,32,0
mne46626,9,15,0
mne25346,4,31,0
mne3141,7,10,0
mne7645,4,4,0
mne12580,3,4,0
mne35833,10,8,0
mne42894,8,3,0
mne35803,11,4,0
mne35436,2,1,0
mne18623,5,14,0
mne33762,11,8,0
mne35838,4,45,0
mne46586,5,11,0
mne8726,10,2,0
mne27864,7,24,0
mne7033,6,7,0
mne42771,4,4,0
mne50618,3,13,0
mne3409,5,4,0
mne35834,4,5,0
mne34140,5,22,0
mne31413,1,4,0
mne19693,5,14,0
mne34478,1,5,0
mne27708,5,22,0
mne24684,6,52,7
mne33196,2,18,0
mne33689,7,25,0
mne50650,5,16,2
mne33191,10,5,0
mne6568,12,5,0
mne35805,3,4,0
mne16302,2,5,0
mne12414,7,13,0
mne33712,1,13,0
mne11062,5,5,0
mne29391,6,14,0
mne26771,11,5,0
mne4502,11,4,0
mne36189,9,7,0
mne24769,7,4,0
mne18072,4,8,0
mne604,4,9,0
mne46608,3,13,0
mne11740,8,3,0
mne11645,11,15,0
mne3395,10,4,0
mne17237,6,16,0
mne1025,8,1,0
mne10776,3,4,0
mne12610,11,3,0
mne35391,7,17,0
mne49112,3,13,0
mne40049,3,17,0
mne32181,11,23,0
mne35801,7,33,0
mne33733,10,24,0
mne32775,5,17,0
mne26805,5,22,0
mne34464,2,19,0
mne17787,12,2,0
mne5505,11,9,0
mne46626,10,7,0
mne46609,12,16,1
mne1832,9,1,0
mne31429,4,9,0
mne31458,3,19,0
mne16812,11,11,0
mne3344,9,1,0
mne50650,2,7,1
mne33683,1,5,0
mne47795,9,2,0
mne3020,10,8,0
mne24769,1,3,0
mne3364,2,1,0
mne31447,4,14,0
mne32741,12,29,0
mne32904,8,10,0
mne47764,5,6,0
mne33689,3,32,0
mne15867,4,19,0
mne18652,4,3,0
mne35803,7,6,0
mne34301,10,9,0
mne16868,6,62,0
mne4453,10,2,0
mne2371,10,6,0
mne3882,11,2,0
mne23324,8,2,0
mne41316,8,4,0
mne35807,8,6,0
mne33214,1,5,0
mne16922,12,39,0
mne6353,4,16,0
mne30207,8,1,0
mne1068,4,22,0
mne10918,4,1,0
mne28607,2,3,0
mne47867,6,18,0
mne5627,3,10,0
mne15867,10,4,0
mne31411,10,10,0
mne34336,1,4,0
mne34298,1,18,0
mne21405,7,4,0
mne18520,1,3,0
mne45825,5,9,0
mne18011,10,2,0
mne35394,3,35,0
mne24824,12,15,0
mne33198,9,5,0
mne35822,11,16,0
mne5627,11,3,0
mne34278,11,12,0
mne47788,10,4,0
mne10084,1,8,0
mne6353,8,12,0
mne49137,5,15,0
mne2587,1,5,0
mne49112,2,17,0
mne47887,3,4,1
mne8361,5,7,0
mne45820,7,3,0
mne3300,12,6,0
mne15202,6,7,0
mne41402,11,5,0
mne10887,2,1,0
mne34300,4,14,0
mne26660,3,6,0
mne3344,1,6,0
mne17154,3,2,0
mne29462,7,21,0
mne545,11,5,1
mne32122,7,21,0
mne34151,7,18,0
mne34492,4,5,0
mne27741,1,9,0
mne48485,4,7,0
mne11588,2,4,0
mne31543,4,19,0
mne34133,2,20,0
mne51501,3,10,0
mne10084,6,16,0
mne34092,2,8,0
mne51485,5,34,1
mne52070,2,2,0
mne12631,12,4,0
mne12478,1,8,0
mne196,10,3,0
mne34464,9,3,0
mne21558,3,12,0
mne43433,7,39,1
mne34087,3,6,0
mne30213,3,9,0
mne32801,6,61,1
mne33256,12,51,0
mne12318,3,32,1
mne47800,12,11,0
mne196,1,11,0
mne44151,4,15,0
mne34539,3,9,0
mne32206,11,1,0
mne52091,4,8,0
mne6614,4,1,0
mne34464,7,10,0
mne7480,1,10,0
mne33196,12,8,0
mne32792,5,18,0
mne34472,1,6,0
mne28661,7,11,0
mne42818,11,3,0
mne45819,1,3,0
mne35629,2,10,0
mne34496,7,31,0
mne16817,10,2,0
mne42184,2,1,0
mne18011,4,9,0
mne51049,2,10,0
mne52070,5,16,0
mne34261,3,13,0
mne8942,4,11,0
mne32857,1,4,0
mne34264,12,27,0
mne29452,5,30,0
mne51485,1,13,0
mne32789,6,9,0
mne15281,7,22,0
mne8758,5,6,0
mne34290,12,17,0
mne47803,5,19,0
mne28657,3,7,1
mne51531,3,2,0
mne28681,2,13,0
mne52070,4,24,0
mne15784,10,3,0
mne4173,9,3,0
mne35830,6,5,0
mne34474,6,20,0
mne49840,7,14,0
mne34464,5,22,1
mne17340,1,4,0
mne50653,5,21,1
mne32792,2,11,0
mne92,7,11,0
mne47887,4,11,0
mne3844,6,26,0
mne47766,6,40,0
mne42811,5,9,0
mne18547,12,13,0
mne33220,4,5,0
