mne,pub_month,antal,aktive
mne48486,8,1,0
mne50606,6,12,0
mne12805,7,49,0
mne1425,4,4,0
mne34546,10,3,0
mne42782,10,1,0
mne32774,6,51,0
mne47770,4,19,2
mne11349,5,1,0
mne10851,9,2,0
mne33697,10,5,0
mne49134,6,120,0
mne8281,3,1,0
mne15516,6,25,0
mne45897,8,4,0
mne23414,8,1,0
mne36183,8,1,0
mne32849,8,4,0
mne16226,1,3,1
mne31457,7,46,0
mne34474,4,3,0
mne50622,3,1,0
mne47840,5,43,1
mne545,1,1,0
mne43455,1,2,0
mne35432,2,10,0
mne47803,9,3,0
mne6513,4,3,0
mne33726,6,106,0
mne23451,2,18,0
mne42788,4,1,0
mne8726,9,1,0
mne34348,3,2,0
mne42817,2,5,0
mne18500,4,2,0
mne25198,1,16,0
mne30220,5,8,0
mne24684,10,1,0
mne33822,7,1,0
mne48524,6,23,0
mne35537,8,3,0
mne50633,12,2,0
mne10902,3,1,0
mne369,3,1,0
mne35785,3,16,0
mne33822,10,3,0
mne11106,6,1,0
mne2584,2,2,0
mne29420,5,24,0
mne16702,8,1,0
mne52104,5,1,0
mne36177,6,1,0
mne19693,8,2,0
mne52110,1,4,0
mne43515,9,3,0
mne6176,9,5,0
mne17814,11,7,0
mne35388,8,1,0
mne29417,4,15,0
mne50622,2,3,0
mne46582,6,9,0
mne30329,4,7,0
mne42782,4,2,0
mne9261,12,2,0
mne23328,7,2,0
mne19744,9,2,0
mne12450,12,1,0
mne18618,7,1,0
mne42832,5,47,0
mne35422,5,1,0
mne33707,8,4,0
mne34316,11,9,0
mne32789,10,2,0
mne2889,1,6,0
mne51515,2,4,1
mne50638,5,17,0
mne18573,3,7,0
mne34520,4,7,0
mne28703,5,11,0
mne11231,3,2,0
mne46608,1,4,0
mne18209,7,2,0
mne15007,1,7,0
mne44100,7,31,0
mne2460,11,1,0
mne33240,3,23,0
mne27872,12,19,0
mne472,1,3,0
mne28610,11,2,0
mne17021,8,3,0
mne3097,10,3,0
mne31447,2,11,0
mne27740,5,7,0
mne26711,9,2,0
mne1068,9,1,0
mne30153,5,4,0
mne17340,12,1,0
mne33240,5,24,0
mne40762,4,19,0
mne10593,12,2,0
mne5602,3,2,0
mne16912,1,6,1
mne7911,1,2,0
mne35403,5,18,0
mne18311,1,7,0
mne44100,10,7,0
mne2389,3,5,0
mne28657,12,6,0
mne51052,10,9,0
mne33244,8,7,0
mne51499,2,4,0
mne15091,2,14,0
mne32173,6,62,1
mne17386,1,6,0
mne44141,1,17,0
mne44141,6,68,1
mne40143,11,10,0
mne43513,12,7,0
mne24818,12,20,0
mne10998,6,2,0
mne35823,4,54,0
mne47843,4,31,3
mne31471,12,2,0
mne1442,7,2,0
mne12451,4,6,0
mne34080,6,71,0
mne16567,6,74,0
mne21336,3,1,0
mne48484,6,15,0
mne47770,6,55,9
mne8946,2,1,0
mne27872,9,4,0
mne11122,9,1,0
mne11745,2,1,0
mne49136,11,7,0
mne51531,11,1,0
mne47834,1,8,0
mne28654,8,6,0
mne51546,4,13,0
mne45823,3,6,0
mne44149,4,25,1
mne7504,11,3,0
mne52169,1,4,0
mne34440,6,10,0
mne34108,10,2,0
mne2889,6,187,0
mne33775,7,35,0
mne30211,7,19,0
mne18185,4,14,1
mne2505,11,3,0
mne35842,2,13,0
mne34295,1,9,0
mne34289,1,2,0
mne2376,9,2,0
mne45833,12,16,1
mne3112,7,19,0
mne34326,6,119,0
mne16902,7,3,0
mne12805,5,46,0
mne35464,11,2,0
mne2637,3,1,0
mne34097,11,115,0
mne32161,3,33,0
mne12805,11,25,0
mne17814,2,5,0
mne35436,7,1,0
mne46630,4,5,0
mne11915,2,12,0
mne48487,9,3,0
mne8707,10,2,0
mne44150,5,1,0
mne16902,5,6,0
mne50738,6,24,0
mne35800,1,13,0
mne26660,12,2,0
mne26695,8,7,0
mne45868,6,5,0
mne45822,11,1,0
mne32127,4,4,0
mne34287,1,6,0
mne44101,3,13,0
mne27741,2,6,0
mne16306,7,2,0
mne47814,6,1,0
mne34483,6,54,0
mne49075,10,1,0
mne4314,7,11,0
mne50781,6,16,0
mne35833,8,2,0
mne1277,9,2,0
mne29490,6,44,0
mne34138,8,4,0
mne40045,10,1,0
mne43433,2,7,0
mne369,12,1,0
mne48470,3,2,0
mne49065,4,5,0
mne47778,11,8,0
mne35884,2,47,0
mne27764,2,17,0
mne28705,6,15,0
mne21328,6,1,0
mne32129,8,2,0
mne51533,4,1,0
mne40143,3,29,0
mne35855,4,86,0
mne9977,3,1,0
mne46258,7,1,0
mne45831,10,2,0
mne16553,6,1,0
mne7637,5,7,0
mne44386,8,4,0
mne276,12,3,0
mne18209,1,1,0
mne34380,1,13,0
mne17801,8,1,0
mne34367,7,28,0
mne12414,12,1,0
mne33680,2,3,0
mne51055,6,38,0
mne32161,1,20,0
mne41343,1,13,0
mne3376,11,2,0
mne33194,9,4,0
mne3300,6,2,0
mne34151,3,5,0
mne52074,5,8,0
mne26711,7,1,0
mne41368,9,4,0
mne49112,12,5,0
mne29379,1,1,0
mne33775,9,2,0
mne46662,6,40,0
mne2896,9,1,0
mne49077,6,41,0
mne17237,2,2,0
mne32822,5,3,0
mne17268,6,27,0
mne17268,5,16,0
mne34505,8,4,0
mne33213,3,26,0
mne5318,2,3,0
mne40065,8,2,0
mne45897,1,2,0
mne33726,5,29,0
mne49092,7,5,0
mne34089,5,5,0
mne33734,6,40,0
mne17145,4,29,0
mne11664,6,99,1
mne15007,4,40,0
mne10823,2,3,0
mne50559,11,2,0
mne7644,5,2,0
mne2573,1,5,0
mne47816,9,7,0
mne50652,11,6,0
mne35438,2,2,0
mne16541,3,4,0
mne18473,11,3,0
mne15275,5,2,0
mne46254,12,3,0
mne17814,1,2,0
mne46256,11,3,0
mne33232,6,19,0
mne35467,12,62,0
mne35419,5,1,0
mne7947,4,2,0
mne33754,5,13,0
mne34138,6,86,3
mne8107,5,1,0
mne50781,7,3,0
mne34133,8,4,0
mne33734,7,12,0
mne16827,8,1,0
mne7731,6,31,0
mne34099,10,2,0
mne29431,4,11,0
mne15022,12,32,0
mne23309,3,5,0
mne10812,10,2,0
mne10156,12,1,0
mne40065,7,6,0
mne16679,7,1,0
mne35394,7,3,0
mne30213,8,3,0
mne35441,12,9,0
mne3105,11,8,0
mne40049,7,2,0
mne35800,8,3,0
mne33697,5,7,0
mne48475,2,20,0
mne33284,6,89,0
mne31448,3,30,5
mne24737,12,2,0
mne32732,10,3,0
mne33697,4,23,0
mne32094,5,13,0
mne31385,7,3,0
mne18474,4,5,0
mne32794,5,31,2
mne47803,8,1,0
mne34390,4,31,1
mne46640,10,7,0
mne34323,10,2,0
mne23301,12,32,0
mne18012,5,44,2
mne18012,3,24,0
mne17145,3,46,0
mne41365,3,30,0
mne33215,9,7,0
mne17356,6,72,0
mne31520,6,21,0
mne18573,10,4,0
mne27796,7,4,0
mne30211,11,1,0
mne51517,10,5,0
mne35431,3,4,0
mne12588,9,1,0
mne12510,4,2,0
mne34103,8,4,0
mne46608,9,1,0
mne45848,2,2,0
mne32793,7,30,3
mne42818,4,16,1
mne32798,2,3,0
mne5758,12,3,0
mne7418,12,8,0
mne12470,5,11,0
mne33220,10,2,0
mne32244,12,10,0
mne34094,3,17,0
mne34132,1,1,0
mne8707,9,1,0
mne34539,10,1,0
mne48472,7,3,0
mne11675,1,3,0
mne42824,6,60,0
mne51532,8,1,0
mne12177,2,26,0
mne12177,5,47,0
mne3189,11,4,0
mne51510,9,1,0
mne32840,1,1,0
mne29438,2,9,0
mne33285,11,2,0
mne12805,3,45,0
mne31470,8,1,1
mne34348,6,8,0
mne35390,10,2,0
mne26873,10,13,0
mne49840,1,4,0
mne51532,9,2,0
mne45897,10,5,0
mne18589,9,1,0
mne48475,3,29,0
mne46632,1,5,0
mne10023,5,6,0
mne34282,3,4,0
mne36193,3,1,0
mne32205,8,3,0
mne2371,6,4,0
mne49840,5,2,0
mne30150,2,3,0
mne23310,9,2,0
mne49840,2,1,0
mne49135,6,55,0
mne44149,7,44,0
mne21333,3,12,0
mne26873,6,107,0
mne32372,8,4,0
mne26802,6,1,0
mne23408,3,46,0
mne5764,5,10,3
mne34524,9,4,0
mne3835,8,1,0
mne34481,6,64,0
mne35855,9,2,0
mne1246,8,3,0
mne8758,3,1,0
mne35431,1,1,0
mne46321,4,2,0
mne35626,6,71,0
mne17073,11,4,0
mne44150,12,2,0
mne5811,12,1,0
mne27864,8,2,0
mne31382,5,6,0
mne19674,8,4,0
mne31487,7,12,0
mne33822,9,2,0
mne40143,12,27,0
mne1167,12,39,0
mne32071,6,130,5
mne44139,1,14,0
mne2377,2,1,0
mne34090,2,8,0
mne51532,2,2,0
mne21387,1,1,0
mne8926,1,2,0
mne7423,9,3,0
mne45890,4,29,0
mne3189,4,3,0
mne26750,11,1,0
mne18514,5,6,0
mne34348,5,4,0
mne52102,4,1,0
mne3105,4,8,0
mne1516,1,1,0
mne32206,10,1,0
mne8926,3,2,0
mne49135,5,26,0
mne11194,8,1,0
mne40142,7,30,0
mne32822,11,6,0
mne30213,9,2,0
mne26777,1,1,0
mne5988,9,3,0
mne16613,3,26,0
mne7947,5,5,0
mne27737,1,1,0
mne48468,7,19,1
mne46630,12,2,0
mne35537,4,2,0
mne45848,3,6,0
mne16902,12,4,0
mne21318,11,3,0
mne31476,5,43,0
mne32206,3,6,0
mne10427,12,1,0
mne29417,5,27,0
mne34101,10,1,0
mne29419,6,72,0
mne47784,10,1,0
mne18898,5,2,0
mne51087,7,14,0
mne42817,7,12,0
mne26824,6,12,0
mne32161,4,42,0
mne47800,11,2,0
mne47815,5,2,0
mne32161,6,133,1
mne4453,3,1,0
mne49137,8,2,0
mne45823,4,16,0
mne12662,11,1,0
mne26753,2,4,0
mne33240,1,10,0
mne51530,6,6,0
mne21326,12,14,0
mne33753,12,4,0
mne51055,2,7,0
mne47819,5,3,0
mne27727,9,1,0
mne47816,2,4,0
mne29476,11,1,0
mne33208,6,96,1
mne29420,3,12,0
mne34597,6,39,1
mne24695,7,1,0
mne15275,4,7,0
mne2892,3,5,0
mne5824,9,1,0
mne50633,4,1,0
mne34511,5,4,1
mne33220,8,1,0
mne30195,6,5,0
mne44150,9,5,0
mne4493,1,2,0
mne36030,6,33,0
mne17120,3,24,0
mne33725,9,3,1
mne34442,8,6,0
mne2108,2,2,0
mne2377,1,1,0
mne15657,6,1,0
mne50562,5,6,0
mne41287,1,21,0
mne18279,6,52,1
mne46629,11,4,0
mne15657,4,2,0
mne40035,3,2,0
mne42896,8,1,0
mne34524,2,29,0
mne21558,12,3,0
mne50625,1,1,0
mne45340,7,49,0
mne27778,5,24,0
mne8461,7,7,0
mne1041,7,1,0
mne51055,12,22,0
mne34351,6,42,0
mne17154,10,1,0
mne17145,12,68,1
mne50601,1,4,0
mne45855,5,3,0
mne52103,11,2,0
mne47839,6,45,0
mne44063,4,8,0
mne25075,6,51,0
mne50607,2,7,0
mne2506,4,2,0
mne21330,6,100,0
mne17323,11,12,0
mne34367,5,13,0
mne49042,9,2,0
mne51052,2,19,0
mne48481,7,7,0
mne18573,1,2,0
mne33228,4,2,0
mne35787,2,10,0
mne34482,7,60,0
mne34138,11,1,0
mne49136,2,4,0
mne8315,11,3,0
mne40120,10,6,1
mne11231,6,5,0
mne9748,8,1,0
mne18209,4,1,0
mne34481,3,19,0
mne3398,7,2,0
mne45874,10,6,0
mne23408,10,15,0
mne6159,8,3,0
mne34261,9,1,0
mne34097,10,7,0
mne15007,12,15,0
mne33311,3,6,0
mne17904,4,3,0
mne3844,9,2,0
mne33728,12,1,0
mne7033,12,1,0
mne2445,1,9,0
mne41312,10,1,0
mne16691,3,4,0
mne49133,8,8,0
mne16482,2,1,0
mne47833,2,6,0
mne27790,7,6,0
mne44140,2,3,0
mne47844,6,4,0
mne10593,1,2,0
mne10593,5,2,0
mne50608,6,18,1
mne15007,5,9,0
mne7418,6,8,0
mne16813,7,1,0
mne26733,9,1,0
mne34348,1,8,0
mne34554,10,3,0
mne23296,6,50,0
mne34537,3,81,1
mne15931,1,1,0
mne29369,9,6,0
mne11651,1,4,0
mne2371,9,1,1
mne5824,12,4,0
mne50608,7,6,0
mne40049,6,4,0
mne49070,10,1,0
mne31385,9,9,0
mne41385,7,3,0
mne34173,8,3,0
mne49070,3,1,0
mne34373,7,1,0
mne47263,9,1,0
mne35438,9,4,0
mne50652,8,2,0
mne47889,5,4,0
mne12316,6,75,0
mne5675,11,1,0
mne41364,7,5,0
mne34321,9,3,0
mne30131,12,1,0
mne12610,9,3,0
mne18599,1,11,0
mne2695,3,1,0
mne982,4,4,0
mne46621,2,3,0
mne34580,12,7,0
mne9251,10,4,0
mne2657,11,1,0
mne28638,4,11,1
mne16850,8,3,0
mne34271,8,1,0
mne35855,10,6,0
mne47889,6,2,0
mne11479,1,18,0
mne21405,9,1,0
mne32779,4,16,0
mne32071,10,17,1
mne19789,10,4,0
mne31457,6,61,2
mne42782,5,3,0
mne17473,12,1,0
mne47867,4,2,0
mne8461,4,4,0
mne50558,11,6,0
mne45875,9,8,0
mne51513,3,4,0
mne2940,1,16,0
mne7552,9,4,0
mne17365,5,1,0
mne33745,4,25,0
mne50606,3,1,0
mne49136,12,7,0
mne33197,11,7,0
mne10738,3,17,0
mne32840,2,3,0
mne9638,9,1,0
mne34524,4,22,0
mne17476,2,1,0
mne44182,4,4,0
mne47833,11,1,0
mne32904,9,9,0
mne27768,2,3,0
mne4502,8,2,0
mne35833,9,7,0
mne49137,4,7,0
mne36027,12,29,0
mne46586,3,4,0
mne28824,9,1,0
mne12805,1,37,0
mne27705,8,1,0
mne17911,4,10,0
mne33697,12,11,0
mne11122,8,2,0
mne3464,9,3,0
mne34537,11,34,0
mne10738,5,9,0
mne36173,12,1,0
mne35422,1,3,0
mne34264,11,4,0
mne47782,3,24,0
mne16691,4,6,0
mne33698,5,23,0
mne34128,6,38,0
mne34535,8,8,0
mne49873,6,8,0
mne29455,6,122,0
mne48485,3,7,0
mne34132,4,1,0
mne16827,4,3,0
mne31400,9,1,0
mne16875,3,27,0
mne42827,10,10,0
mne51546,6,44,1
mne8726,11,1,0
mne32739,9,3,0
mne50653,4,15,0
mne50738,4,2,0
mne3097,7,1,0
mne34335,3,32,0
mne52079,4,1,0
mne14773,6,30,5
mne31476,4,39,0
mne47866,2,14,0
mne41286,5,29,1
mne51052,3,18,0
mne30183,8,1,0
mne15370,7,1,0
mne16226,7,2,0
mne34451,6,1,0
mne2657,8,8,0
mne33313,5,8,0
mne34481,7,20,0
mne29486,11,6,0
mne3153,5,3,0
mne17458,1,1,0
mne50607,7,3,0
mne17138,8,1,0
mne236,1,1,0
mne35822,8,3,0
mne5988,3,1,0
mne33822,1,4,0
mne33728,7,1,0
mne26750,1,1,0
mne52108,7,10,0
mne6159,4,1,0
mne16553,9,2,0
mne50738,12,1,0
mne51502,6,8,0
mne34465,9,19,1
mne34459,2,2,0
mne12713,2,2,0
mne49841,11,2,0
mne34266,8,1,0
mne51515,7,2,0
mne31427,5,18,0
mne34163,10,1,0
mne545,12,1,0
mne46585,2,14,0
mne35664,11,5,0
mne494,4,4,0
mne26750,5,2,0
mne34280,4,67,1
mne45845,1,8,0
mne3376,1,1,0
mne49134,4,27,1
mne17153,6,15,0
mne35626,7,25,0
mne35458,4,4,0
mne34280,5,34,0
mne35855,8,3,0
mne16828,10,1,0
mne2276,2,1,0
mne33276,6,3,0
mne35472,4,2,0
mne5758,11,1,0
mne51604,3,3,0
mne48470,4,1,0
mne46630,7,5,0
mne2276,10,5,0
mne33282,3,4,0
mne15974,8,3,0
mne17268,7,2,0
mne16039,5,10,0
mne11724,9,1,0
mne6304,9,1,0
mne34280,3,77,0
mne49137,1,3,0
mne34166,12,3,0
mne49056,11,2,0
mne17801,10,1,0
mne5675,2,7,0
mne3644,4,33,0
mne48730,2,2,0
mne34140,9,2,0
mne8315,2,3,0
mne32052,1,2,0
mne26753,8,1,0
mne5306,3,2,0
mne32200,7,7,0
mne4297,12,1,0
mne32127,2,6,0
mne35840,7,13,0
mne45859,6,33,0
mne784,11,3,0
mne47805,5,7,0
mne33748,3,6,0
mne2940,6,93,0
mne10593,2,1,0
mne45890,6,61,0
mne42896,5,18,0
mne23366,8,3,0
mne52071,6,3,0
mne11637,5,25,0
mne10287,12,1,0
mne49962,11,2,0
mne44150,4,1,0
mne12316,4,31,0
mne51058,12,1,0
mne18618,3,1,0
mne34518,9,1,0
mne41365,9,3,0
mne9390,2,1,0
mne50703,12,5,0
mne34580,5,7,0
mne16827,2,1,0
mne15619,4,6,0
mne4326,4,1,0
mne33232,7,12,0
mne42786,2,15,0
mne236,2,1,0
mne11407,9,3,0
mne6185,12,1,0
mne12488,8,4,0
mne35465,6,32,0
mne47319,12,2,0
mne7049,5,4,0
mne10659,12,1,0
mne5627,10,1,0
mne34079,12,28,0
mne26711,10,3,0
mne23451,12,26,1
mne17960,4,2,0
mne11314,4,1,0
mne10566,1,1,0
mne10566,12,1,0
mne29356,7,2,0
mne24818,2,16,0
mne1130,5,31,0
mne19734,2,1,0
mne18012,1,14,0
mne494,11,1,0
mne15805,1,12,0
mne51531,7,4,0
mne25075,5,12,0
mne545,4,1,0
mne17237,11,1,0
mne17237,9,3,0
mne10850,2,17,0
mne2479,7,1,0
mne47768,5,2,0
mne24684,3,19,0
mne46254,7,29,0
mne11019,5,1,0
mne26825,10,3,0
mne32244,8,2,0
mne8726,1,2,0
mne35467,2,30,0
mne778,12,1,0
mne31382,6,27,0
mne48481,5,3,0
mne31543,6,83,0
mne35812,11,2,0
mne47283,7,9,0
mne33282,6,26,0
mne35803,8,1,0
mne41282,4,29,1
mne2637,8,1,0
mne34539,2,2,0
mne23304,10,7,0
mne33206,11,4,0
mne34095,8,1,0
mne29496,12,47,0
mne41462,7,59,0
mne45895,5,4,0
mne42831,12,7,0
mne17414,6,2,0
mne40120,4,14,2
mne31382,7,7,0
mne27768,8,4,0
mne33724,12,6,0
mne41316,1,1,0
mne45868,3,3,0
mne33215,12,26,0
mne34261,11,1,0
mne18256,6,34,0
mne34532,6,3,0
mne5602,7,1,0
mne31489,6,17,0
mne503,8,4,0
mne5678,5,1,0
mne52110,3,4,0
mne2276,11,2,0
mne46630,6,14,0
mne17458,11,2,0
mne33215,1,11,0
mne9459,3,24,0
mne10797,4,17,0
mne47263,2,2,0
mne15942,7,1,0
mne47815,4,2,0
mne7625,1,3,0
mne51499,7,2,0
mne11745,5,2,0
mne26826,5,1,0
mne11664,10,30,0
mne32827,6,4,0
mne7528,11,1,0
mne46609,10,2,0
mne26864,12,19,0
mne7528,5,2,0
mne35467,6,82,0
mne44149,2,6,0
mne19689,10,9,0
mne3024,6,19,0
mne48473,11,1,0
mne47805,4,11,0
mne5627,7,1,0
mne9251,1,1,0
mne12316,7,13,0
mne15682,6,1,0
mne34335,6,94,0
mne12450,5,2,0
mne52099,4,3,0
mne28662,3,3,0
mne34535,7,55,0
mne32116,4,13,0
mne46254,6,53,0
mne12470,6,58,0
mne41315,1,13,0
mne2546,7,1,0
mne576,9,1,0
mne16820,10,1,0
mne49136,6,23,0
mne32179,1,7,0
mne3344,7,2,0
mne32772,4,3,0
mne41282,7,37,0
mne21443,6,34,0
mne10043,8,1,0
mne33775,1,14,0
mne50607,4,8,0
mne17458,5,3,0
mne12355,1,1,0
mne2889,3,28,0
mne21329,12,1,0
mne49070,6,1,0
mne21337,10,1,0
mne34145,11,1,0
mne34273,7,2,0
mne32743,8,1,0
mne18599,6,20,0
mne48475,10,6,0
mne49080,6,30,1
mne32071,1,9,0
mne48473,9,3,0
mne46625,2,2,0
mne29466,7,1,0
mne112,3,4,0
mne42772,3,2,0
mne6614,5,1,0
mne34157,3,6,0
mne9459,7,31,0
mne30131,1,1,0
mne12470,4,5,0
mne31427,7,18,0
mne49072,3,1,0
mne11630,12,1,0
mne45831,7,4,0
mne32798,5,3,0
mne33742,12,27,0
mne33742,1,12,0
mne10948,9,3,0
mne23430,12,5,0
mne35811,9,7,0
mne35447,7,1,0
mne47907,3,3,0
mne42784,10,1,0
mne29455,4,29,0
mne47780,3,17,0
mne34493,11,4,0
mne47820,8,1,0
mne2673,6,13,0
mne49093,9,1,0
mne34083,8,2,0
mne7033,5,2,0
mne36078,5,31,0
mne46619,10,2,0
mne34123,4,19,0
mne3109,11,1,0
mne7103,3,26,0
mne29495,5,2,0
mne49135,4,10,0
mne34085,12,4,0
mne32789,11,2,0
mne3464,12,2,0
mne50154,7,37,1
mne50609,7,1,0
mne34458,6,24,0
mne196,2,3,0
mne34513,7,31,0
mne34481,5,24,0
mne36027,6,99,0
mne23328,6,2,0
mne32178,11,12,1
mne48673,6,25,0
mne50628,6,44,0
mne2940,7,41,0
mne46601,6,22,2
mne17787,3,3,0
mne50781,3,1,0
mne32173,12,26,0
mne26846,5,5,0
mne3105,6,42,0
mne30222,7,3,0
mne4503,7,5,0
mne2738,5,11,0
mne16828,7,1,0
mne32755,12,20,0
mne33224,8,1,0
mne112,11,1,0
mne27778,4,22,0
mne51504,6,26,0
mne45851,1,10,0
mne45851,3,25,0
mne50620,6,8,0
mne34506,2,1,0
mne50622,1,1,0
mne34465,5,69,0
mne52079,3,6,0
mne882,2,2,0
mne49135,12,11,0
mne47834,4,4,1
mne16560,6,35,0
mne3398,3,3,0
mne42789,1,3,0
mne51515,10,2,0
mne49075,1,3,0
mne34483,10,13,0
mne5824,3,1,0
mne26802,7,7,0
mne33712,3,23,0
mne12805,12,52,0
mne1101,11,1,0
mne27737,11,2,0
mne3844,10,1,0
mne30101,7,69,1
mne34517,4,11,0
mne90,6,1,0
mne12420,7,31,0
mne47769,6,7,0
mne41308,11,13,0
mne24825,2,1,0
mne35808,8,3,0
mne32779,7,51,1
mne661,4,37,0
mne28677,3,6,0
mne34279,11,12,0
mne16627,5,9,0
mne34149,6,34,0
mne9190,2,1,0
mne46601,3,4,1
mne34316,8,1,0
mne5673,12,1,0
mne27850,6,63,0
mne32274,2,18,0
mne33724,1,4,0
mne10047,1,9,0
mne33236,5,10,0
mne2584,8,1,0
mne42815,9,5,0
mne2940,3,39,0
mne49099,9,1,0
mne31450,8,1,0
mne605,4,1,0
mne34097,9,10,0
mne35812,2,1,0
mne34287,6,80,0
mne34085,3,2,0
mne17787,5,1,0
mne35843,7,10,0
mne28752,4,2,0
mne33714,8,1,0
mne35841,5,30,0
mne35841,6,31,1
mne28602,11,3,0
mne47765,1,4,0
mne9251,7,1,0
mne21326,10,3,0
mne29383,6,75,0
mne32072,6,58,0
mne5318,5,1,0
mne21333,5,15,0
mne18281,12,36,0
mne31426,6,1,0
mne44149,1,6,0
mne28695,10,6,0
mne32737,1,1,0
mne49137,12,2,0
mne46625,10,1,0
mne3336,3,9,0
mne3398,5,1,0
mne42771,11,5,0
mne26864,2,15,0
mne48507,5,35,0
mne32725,2,33,0
mne42811,1,7,0
mne33233,6,3,0
mne25301,2,4,0
mne35395,5,2,0
mne12199,6,1,0
mne11675,4,12,1
mne34535,1,30,0
mne21406,3,4,0
mne51533,7,1,0
mne10923,6,13,0
mne27741,8,2,0
mne31406,7,68,0
mne34512,10,4,0
mne2564,10,2,0
mne34347,1,2,0
mne34128,3,25,0
mne50257,3,10,0
mne50257,5,18,0
mne33240,6,54,0
mne34159,8,1,0
mne33742,6,37,0
mne42788,7,1,0
mne1828,1,1,0
mne50633,7,3,0
mne8281,6,1,0
mne8107,12,1,0
mne35431,11,1,0
mne36026,5,23,0
mne29438,6,51,0
mne50614,5,2,0
mne50558,6,24,0
mne34263,12,19,0
mne34093,5,26,0
mne7528,4,1,0
mne47263,11,2,0
mne5988,8,1,0
mne32772,10,1,0
mne1826,8,1,0
mne10738,6,27,0
mne34380,8,6,0
mne4493,3,1,0
mne236,4,3,0
mne33732,5,26,0
mne27773,11,2,0
mne46641,5,1,0
mne50563,7,8,0
mne35456,7,6,0
mne23301,4,60,0
mne661,1,24,0
mne28682,6,86,0
mne34482,12,45,0
mne43455,9,1,0
mne32856,3,27,0
mne36191,7,61,1
mne41462,6,44,1
mne52108,4,19,0
mne44139,12,17,0
mne36169,3,8,1
mne29447,4,23,0
mne545,7,3,0
mne30150,10,2,0
mne2903,7,1,0
mne52245,2,3,0
mne8361,3,1,0
mne51502,7,3,0
mne45833,2,26,0
mne49102,6,53,0
mne33191,2,3,0
mne7392,3,2,0
mne2460,9,1,0
mne2995,6,51,0
mne52102,1,3,0
mne34342,7,9,0
mne51531,4,1,0
mne27872,6,81,0
mne110,8,1,0
mne45868,10,1,0
mne959,5,3,0
mne27850,12,21,0
mne8726,8,3,0
mne44113,8,2,0
mne47795,8,1,0
mne34082,1,2,0
mne28603,12,28,0
mne49852,10,4,0
mne50648,3,3,0
mne19789,11,1,0
mne1167,3,19,0
mne44339,5,10,0
mne26745,7,1,0
mne32161,5,45,0
mne9261,1,2,0
mne36191,6,58,9
mne29420,4,32,1
mne6394,1,14,0
mne35455,8,1,0
mne5824,1,7,0
mne30212,3,2,0
mne34537,12,61,0
mne35884,1,20,0
mne46619,1,4,0
mne28701,10,11,0
mne26750,2,1,0
mne31478,3,27,0
mne15275,12,2,0
mne46583,4,13,0
mne18049,12,3,0
mne24692,5,1,0
mne31436,8,1,0
mne34294,4,13,0
mne47791,2,1,0
mne3403,4,1,0
mne27728,10,1,0
mne42786,12,6,0
mne32840,9,4,0
mne47840,6,71,3
mne51544,5,1,0
mne45930,8,2,0
mne11314,6,2,0
mne18020,3,2,0
mne16226,11,4,0
mne8729,1,2,0
mne34380,4,25,1
mne16812,7,5,0
mne11314,3,1,0
mne44080,1,1,0
mne51516,6,2,0
mne44141,7,28,0
mne32173,2,13,0
mne9078,4,5,0
mne42815,2,1,0
mne34132,7,3,0
mne35834,7,2,0
mne517,6,42,0
mne16613,6,11,0
mne33252,6,38,0
mne7423,11,3,0
mne46610,10,9,0
mne1025,9,2,0
mne29466,2,4,0
mne51055,4,2,0
mne47764,11,2,0
mne1616,5,2,0
mne34493,9,3,0
mne49081,7,8,0
mne43474,7,24,0
mne32774,3,12,0
mne51055,3,6,0
mne46583,7,17,0
mne27757,1,11,0
mne45897,5,1,0
mne32128,2,2,0
mne15658,3,16,0
mne18830,2,25,0
mne45868,4,1,0
mne52099,7,4,0
mne40142,6,23,0
mne35800,7,1,0
mne48469,6,28,0
mne50638,10,3,0
mne1616,7,2,0
mne51488,3,10,0
mne52076,6,27,0
mne42782,12,1,0
mne52103,4,2,0
mne51607,5,16,0
mne2584,3,4,0
mne10850,8,3,0
mne51500,6,30,1
mne30250,7,8,0
mne46620,2,1,0
mne47805,10,1,0
mne18257,8,1,0
mne8108,6,29,0
mne34524,3,21,0
mne34299,4,44,0
mne16613,4,30,0
mne34380,2,13,0
mne32161,2,29,1
mne47883,6,7,0
mne32200,5,3,0
mne27872,3,12,0
mne3141,6,58,0
mne21791,5,33,0
mne30101,6,60,0
mne49135,3,5,0
mne16875,7,6,0
mne34262,10,5,0
mne40050,5,1,0
mne10675,5,48,0
mne23371,4,1,0
mne40050,6,20,0
mne34160,11,1,0
mne34469,5,6,0
mne90,5,1,0
mne31428,9,2,0
mne7552,6,42,0
mne14773,7,23,3
mne46627,8,1,0
mne897,7,3,0
mne46362,5,4,0
mne44100,5,21,0
mne2433,10,4,0
mne32797,9,3,0
mne34261,7,1,0
mne36175,7,13,0
mne47822,8,3,0
mne17730,1,6,0
mne1313,6,9,0
mne2562,7,2,0
mne34326,4,30,0
mne34326,3,43,0
mne32799,2,6,0
mne35834,2,2,0
mne35472,12,2,0
mne43474,4,5,0
mne45833,7,11,0
mne49081,11,1,0
mne44143,6,97,0
mne33745,2,21,0
mne44100,3,21,0
mne52093,7,4,0
mne28752,5,12,0
mne2460,6,1,0
mne661,11,14,0
